date,Cumberland,Edgar,Effingham,Ford,Fulton,Grundy,Jackson,Kane,Kankakee,Knox,Lawrence,Lee,Mason,Menard,Ogle,Peoria,Sangamon,Scott,Vermilion,Warren,Whiteside,Adams,Bond,Clark,Clinton,Crawford,De Witt,Franklin,Hamilton,Henderson,Iroquois,Johnson,Kendall,Lake,Logan,Macon,McDonough,Mercer,Monroe,Piatt,Rock Island,Tazewell,Washington,Will,Winnebago,Woodford,Carroll,Christian,Cook,DeKalb,Edwards,Greene,Hardin,Jasper,Jersey,Jo Daviess,Madison,Marion,McHenry,Montgomery,Moultrie,Pope,Putnam,Randolph,Richland,Schuyler,Shelby,Union,Unknown,Wayne,Alexander,Boone,Bureau,Calhoun,Cass,Clay,Coles,Douglas,DuPage,Fayette,Gallatin,Hancock,Jefferson,LaSalle,Livingston,Macoupin,Marshall,Massac,McLean,Morgan,Perry,Pike,Pulaski,Saline,St. Clair,Stark,Stephenson,Wabash,White,Williamson,Champaign,Henry,Brown
03/13/2020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/14/2020,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03/15/2020,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03/16/2020,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03/17/2020,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,1,0,0,107,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03/18/2020,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,1,9,1,2,0,0,179,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
03/19/2020,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,1,11,1,2,0,0,279,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
03/20/2020,1,0,0,0,0,0,1,8,1,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,1,12,2,2,0,1,412,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0
03/21/2020,1,0,0,0,0,0,1,8,2,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,1,12,4,2,0,1,548,1,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0
03/22/2020,1,0,0,0,0,0,1,13,2,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,4,69,0,0,0,0,0,0,1,0,1,21,4,2,0,1,805,1,0,0,0,0,0,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,3,0,1,0,0,1,2,0,0
03/23/2020,1,0,0,0,0,0,1,23,3,0,0,0,0,0,0,3,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,4,96,0,0,0,0,1,0,1,0,1,24,5,2,0,1,922,1,0,0,0,0,0,1,3,0,12,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,95,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,4,0,1,0,0,1,2,0,0
03/24/2020,1,0,0,0,0,1,1,24,4,0,0,0,0,0,0,3,5,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,4,111,0,0,0,0,1,0,1,0,1,24,5,3,0,1,1194,1,0,0,0,0,0,1,3,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,103,0,0,0,0,3,1,0,0,0,7,0,0,0,0,0,7,0,1,0,0,1,2,0,0
03/25/2020,1,0,0,0,0,1,1,38,6,0,0,0,0,0,0,4,5,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,6,139,0,0,0,0,2,0,3,0,1,50,7,3,0,1,1418,1,0,0,0,0,0,1,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,3,1,0,1,0,7,1,0,0,0,0,7,0,1,0,0,1,4,0,0
03/26/2020,1,0,0,0,0,2,1,57,15,0,0,0,0,0,0,5,7,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,7,185,0,0,0,0,3,0,4,2,1,67,8,3,0,1,1904,3,0,0,0,0,0,1,6,0,27,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,1,182,0,0,0,0,3,1,0,1,0,7,1,0,0,0,0,13,0,2,0,0,1,8,0,0
03/27/2020,1,0,0,0,0,2,1,77,17,0,0,0,0,0,0,6,7,0,0,0,2,1,0,0,5,0,0,1,0,0,1,0,8,230,0,0,0,0,3,0,4,2,1,104,8,3,0,1,2239,4,0,0,0,0,0,1,8,0,45,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,1,199,0,0,0,0,3,2,0,1,0,10,1,0,0,0,0,15,0,2,0,0,1,10,1,0
03/28/2020,1,0,0,0,0,2,3,90,27,0,0,0,0,0,0,7,8,0,0,0,2,1,0,0,5,0,0,1,0,0,2,0,11,264,0,1,0,0,3,0,4,3,1,156,9,3,1,1,2613,4,0,0,0,0,0,1,10,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,202,1,0,0,0,4,2,0,1,0,10,3,0,0,0,0,18,0,2,0,0,1,15,2,0
03/29/2020,1,0,0,0,0,3,3,100,38,1,0,0,0,1,0,8,9,0,0,0,3,2,1,0,6,0,0,2,0,0,2,0,15,300,0,2,0,0,3,0,5,4,1,192,12,3,1,19,3445,8,0,0,0,0,0,1,12,0,52,1,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,1,274,1,0,0,0,4,2,0,1,0,14,3,0,0,0,0,31,0,3,0,0,1,21,2,0
03/30/2020,1,0,0,0,0,3,4,113,38,1,0,0,0,1,0,8,16,0,0,0,4,2,2,1,6,1,0,1,0,0,2,0,18,343,0,2,0,0,3,0,8,4,1,224,13,3,1,19,3727,8,0,0,0,0,0,1,13,2,52,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,1,320,1,0,0,0,5,2,0,1,0,17,4,0,0,0,1,36,0,3,0,0,1,23,2,0
03/31/2020,1,0,0,1,0,4,4,128,47,1,0,0,0,1,1,8,16,0,0,0,5,2,2,1,7,1,0,1,0,0,2,0,19,389,0,2,0,0,3,0,11,4,1,228,15,3,2,14,4496,9,0,0,0,0,0,1,16,2,63,2,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0,0,3,356,1,0,0,0,6,3,0,1,0,19,4,0,0,0,1,43,0,3,0,0,1,26,2,0
04/01/2020,1,0,0,1,0,4,4,142,57,1,0,0,0,1,1,10,17,0,1,0,5,2,2,1,8,1,0,1,0,0,2,0,27,477,0,2,0,0,3,0,17,4,1,322,18,3,3,14,5152,14,0,0,0,0,0,3,25,2,69,2,0,0,0,7,0,0,0,0,16,0,0,0,2,0,0,0,0,8,392,2,0,0,0,6,5,0,1,1,19,5,0,0,0,1,53,0,3,0,0,1,33,3,0
04/02/2020,1,0,0,1,0,5,6,154,59,1,0,0,0,1,1,11,23,0,2,0,6,2,3,2,8,1,0,1,0,0,2,0,36,540,1,2,0,1,4,1,21,5,1,384,24,3,4,15,5575,16,0,0,0,0,0,3,29,2,81,2,1,0,0,8,0,0,0,0,28,0,0,0,2,0,0,0,0,8,448,2,0,0,0,6,5,1,1,1,32,5,0,0,0,1,55,0,3,0,0,1,43,4,0
04/03/2020,1,0,1,1,0,7,8,176,68,1,0,0,0,1,1,11,23,0,2,0,9,2,3,2,8,1,1,1,0,0,4,0,37,608,1,2,0,1,8,1,24,7,1,455,28,4,4,17,6473,16,0,0,0,0,1,4,31,3,102,2,1,0,0,12,0,0,0,0,40,0,0,0,2,0,0,0,0,9,500,2,0,0,0,6,6,1,1,1,35,5,0,0,0,1,57,0,3,0,0,2,51,7,0
04/04/2020,1,0,1,1,0,9,10,207,74,1,0,2,1,1,4,11,31,0,5,0,15,3,3,2,10,2,1,1,0,0,4,0,47,689,1,5,0,1,9,1,29,10,1,606,36,6,4,18,7439,19,0,0,0,2,1,4,47,3,122,2,1,0,0,20,0,0,0,0,15,0,0,0,3,0,0,0,0,9,590,2,0,0,0,7,6,4,1,1,40,6,0,1,0,1,80,0,3,0,0,3,55,7,0
04/05/2020,1,0,1,1,0,9,12,220,76,1,0,2,1,1,5,14,33,0,5,0,18,3,3,2,10,3,2,1,0,0,5,0,49,742,1,6,0,2,10,1,40,13,1,668,42,6,4,21,8043,22,0,0,0,3,2,5,48,3,133,3,1,0,0,24,0,0,0,0,47,0,0,3,3,1,0,0,0,9,656,2,1,0,0,8,7,5,1,2,46,6,0,1,0,1,86,0,3,0,0,3,55,8,0
04/06/2020,1,0,1,1,0,9,16,234,90,1,0,2,1,2,7,12,35,0,5,0,18,8,3,2,11,5,3,2,0,0,6,0,55,815,1,9,0,2,11,3,47,14,2,697,49,6,4,22,8728,22,0,0,0,4,3,6,52,3,144,2,1,0,0,27,0,0,0,0,62,0,0,4,3,1,0,0,0,10,715,3,1,0,1,11,9,7,1,2,46,7,0,1,0,1,92,0,5,1,0,3,62,10,0
04/07/2020,1,0,1,5,0,10,21,255,128,1,2,3,3,2,10,13,32,0,5,0,21,9,3,4,11,4,2,2,0,0,7,0,61,925,2,12,0,2,12,4,54,15,2,840,59,7,5,24,9509,26,0,0,0,3,4,6,63,3,156,2,2,0,0,29,1,0,2,0,34,0,0,6,4,1,0,0,1,10,795,3,1,0,3,15,10,8,1,2,57,8,0,1,0,2,109,0,6,1,0,8,65,13,0
04/08/2020,1,0,2,5,0,12,22,296,145,1,2,6,3,2,12,16,33,0,5,0,21,9,3,4,13,4,2,2,0,0,7,0,79,1041,3,13,0,2,20,4,67,17,2,914,63,7,5,24,10520,32,0,0,0,3,5,8,82,4,180,4,2,0,0,31,1,0,3,0,61,0,0,7,4,1,0,0,2,10,875,4,1,1,3,17,10,10,1,2,65,8,0,1,0,2,127,1,6,1,0,9,69,16,0
04/09/2020,2,0,3,5,0,13,26,318,156,1,2,9,3,2,14,16,39,0,5,0,23,22,4,4,31,4,2,2,0,0,7,0,86,1124,3,15,0,2,35,5,73,17,2,1012,66,7,5,24,11415,32,0,0,0,3,5,9,89,10,198,6,2,0,0,34,1,1,3,0,58,0,0,7,4,1,0,0,2,11,943,7,1,1,3,17,14,12,1,2,69,10,0,1,4,3,144,1,7,2,0,10,72,18,0
04/10/2020,2,0,3,5,2,15,27,339,167,1,2,12,3,2,16,20,42,0,7,0,24,24,4,4,32,4,2,3,0,0,7,0,92,1230,3,14,0,2,42,6,80,17,2,1077,77,7,5,24,12472,32,0,2,0,3,6,10,101,12,206,8,2,0,0,35,1,1,3,0,76,0,0,7,4,1,0,0,2,11,1008,7,1,1,5,19,14,14,1,2,75,10,0,1,4,3,159,1,8,2,0,10,79,21,0
04/11/2020,2,0,3,5,1,17,30,376,185,2,2,12,3,2,16,23,43,0,7,1,25,25,4,4,37,4,2,3,0,0,8,0,103,1331,3,23,1,2,43,6,84,18,2,1126,80,7,5,24,13417,33,0,1,0,3,6,10,103,13,220,8,3,0,0,37,1,1,3,0,82,0,0,7,5,1,0,0,5,11,1048,9,1,1,6,18,15,14,1,2,75,10,1,1,4,3,173,1,8,2,0,10,85,22,0
04/12/2020,2,0,3,5,1,21,34,403,204,2,2,13,3,2,18,27,43,0,8,2,26,25,4,4,37,4,2,4,0,0,9,0,105,1445,3,35,1,2,46,6,91,19,2,1228,94,7,5,24,14585,34,0,1,0,3,6,11,110,13,235,8,2,0,0,40,1,1,4,0,91,0,0,11,5,1,0,0,6,11,1162,11,1,1,7,20,16,16,1,2,77,10,1,1,5,3,189,1,8,2,0,10,86,22,0
04/13/2020,2,0,3,5,1,21,34,421,210,2,2,14,3,2,26,30,48,0,8,2,28,26,4,4,38,4,2,4,0,0,9,1,114,1516,4,42,2,2,46,6,105,19,2,1283,99,9,5,25,15474,34,0,1,0,3,6,11,115,13,245,9,2,0,0,41,1,1,4,0,62,0,0,13,6,1,0,0,6,11,1223,11,1,1,8,21,17,16,1,2,79,10,1,1,5,3,202,1,8,2,0,10,87,23,0
04/14/2020,2,0,3,5,1,24,35,448,228,2,2,13,3,2,26,31,50,0,8,2,30,27,4,4,38,4,2,4,0,0,9,1,114,1621,4,45,2,3,47,6,113,21,2,1350,101,10,5,25,16323,35,0,1,0,3,6,11,128,14,257,9,2,0,0,41,1,1,4,0,43,0,0,13,6,1,0,1,8,11,1312,12,2,1,8,23,17,16,2,3,81,11,1,1,5,3,220,1,9,2,0,10,88,23,0
04/15/2020,2,0,3,5,1,24,39,463,228,2,2,15,3,2,28,33,50,0,8,2,29,27,4,4,39,4,2,4,0,0,11,2,116,1711,4,44,2,3,49,6,138,21,3,1433,119,11,5,25,17306,37,0,1,0,3,8,11,135,17,264,9,2,0,0,46,1,1,4,3,34,0,0,16,7,1,0,1,9,11,1386,12,2,3,9,24,17,17,2,3,82,10,1,1,5,3,225,1,9,1,0,12,90,25,0
04/16/2020,2,0,4,5,1,24,39,490,252,2,2,15,4,2,29,34,54,0,8,2,30,29,4,4,39,4,2,4,0,0,11,2,119,1767,5,47,3,4,50,7,154,21,4,1494,121,11,5,25,18087,39,0,1,0,3,8,11,151,17,279,9,2,0,0,46,1,1,4,3,51,0,1,18,7,1,0,1,9,12,1463,12,2,3,10,25,17,18,2,4,82,11,1,1,6,3,239,1,9,1,0,12,90,25,0
04/17/2020,2,0,3,5,1,24,40,538,260,3,2,17,4,2,40,34,58,0,8,2,31,30,4,4,42,4,2,5,0,1,12,2,123,1914,4,47,3,4,52,7,167,21,5,1566,145,11,5,25,19391,46,0,1,0,4,8,11,157,17,306,11,2,0,0,48,2,1,4,4,71,1,1,21,7,1,0,1,9,12,1560,12,2,3,11,27,18,17,2,3,83,12,1,1,5,3,254,1,10,1,0,13,92,28,0
04/18/2020,2,0,4,5,1,26,42,582,272,5,2,17,4,3,48,37,61,0,9,4,36,31,4,4,44,5,2,5,1,2,12,2,135,2073,4,55,3,5,52,7,187,41,6,1603,172,11,6,25,20395,54,0,1,0,7,8,12,169,19,340,13,2,0,0,54,2,1,4,5,83,1,1,29,8,1,0,1,14,12,1642,13,2,3,12,27,17,21,3,3,83,12,1,1,9,3,265,1,12,1,0,13,93,30,0
04/19/2020,2,0,4,5,1,26,42,605,275,9,2,17,4,3,48,39,62,0,9,13,36,34,4,4,45,4,2,5,1,2,13,2,135,2162,4,54,3,5,53,7,188,26,7,1643,178,11,6,25,21272,55,0,1,0,20,8,12,180,20,340,14,2,0,0,57,2,1,4,5,114,1,2,30,8,1,0,1,16,12,1695,15,2,3,31,28,17,21,4,3,85,12,1,1,9,3,271,1,12,1,0,14,95,30,0
04/20/2020,2,0,4,6,1,26,44,638,278,10,2,17,5,3,58,43,64,0,9,15,41,29,4,4,45,4,2,5,1,2,13,2,138,2216,4,55,3,5,54,7,211,24,7,1692,195,11,6,27,22101,55,0,1,0,20,8,12,184,20,351,16,2,0,0,58,2,1,4,5,129,1,2,33,8,1,2,1,16,12,1761,15,2,3,32,30,17,20,4,3,86,13,1,1,9,3,276,1,12,1,1,15,95,30,0
04/21/2020,2,0,5,6,1,26,48,684,278,11,2,17,5,3,59,44,68,0,10,15,42,29,4,4,46,7,2,6,2,2,14,2,146,2287,4,60,3,5,55,7,217,30,7,1736,207,11,7,26,23181,56,0,1,1,36,10,11,190,25,368,17,2,0,0,61,2,1,4,5,191,1,2,35,8,1,6,1,17,12,1864,15,2,4,34,33,18,22,4,3,86,13,1,1,10,3,289,1,13,1,1,16,97,31,0
04/22/2020,2,0,5,6,1,26,50,764,285,16,2,18,6,4,71,46,69,0,10,19,45,29,4,4,49,8,2,8,2,2,14,3,157,2379,4,93,4,5,58,7,242,25,7,1820,238,11,7,26,24546,56,0,2,1,36,10,11,226,24,399,21,2,0,0,63,2,1,4,5,228,1,2,41,8,1,7,2,18,12,1947,15,2,4,75,38,18,24,4,3,86,14,2,1,12,3,316,1,13,1,1,17,97,32,0
04/23/2020,2,0,5,8,1,26,53,863,289,19,2,18,6,4,71,54,76,0,10,31,49,29,4,4,51,10,2,8,2,3,14,3,171,2540,4,96,4,6,60,7,247,30,7,1885,252,11,7,26,25811,56,0,2,1,40,11,11,235,25,419,21,2,0,0,68,2,1,5,6,192,1,2,54,8,1,8,2,18,12,2047,15,2,4,77,39,18,24,4,3,87,14,3,1,13,3,330,1,13,1,1,19,99,33,0
04/24/2020,2,0,5,7,3,28,56,962,297,24,2,18,6,4,75,56,81,0,11,37,53,32,4,4,73,10,1,8,2,4,15,3,191,2717,4,99,5,7,62,7,270,34,7,2009,279,11,7,27,27616,68,0,2,1,41,12,11,268,26,459,23,4,0,0,79,3,1,10,7,218,2,2,60,9,1,17,2,22,12,2219,16,2,4,80,42,18,25,4,3,87,15,3,1,15,3,350,1,13,1,1,22,102,36,0
04/25/2020,3,0,5,8,2,28,56,1049,299,31,3,19,6,4,85,60,95,0,11,44,59,32,5,4,82,10,1,8,2,4,16,3,203,2879,4,100,5,7,63,7,293,36,7,2060,302,11,9,28,29058,71,0,2,1,42,12,11,280,26,502,23,4,0,0,79,3,1,9,7,274,2,2,71,9,1,21,2,22,12,2311,16,2,4,80,43,20,28,4,3,88,15,7,1,15,3,363,1,16,1,1,22,102,36,0
04/26/2020,3,0,5,8,3,30,67,1109,304,36,3,19,6,4,87,65,104,0,11,49,62,32,5,4,84,10,1,8,2,4,18,4,208,2990,4,102,6,7,64,7,304,36,8,2126,318,11,9,28,30574,71,0,2,1,41,12,11,305,26,513,23,4,0,0,104,3,1,10,8,308,2,3,76,10,1,27,2,22,13,2443,16,2,4,83,44,20,28,4,4,88,16,8,1,15,3,391,1,16,1,1,25,105,36,0
04/27/2020,3,0,5,8,3,30,68,1185,309,36,3,20,7,4,105,68,113,0,14,50,67,33,5,4,85,10,1,8,2,4,18,4,218,3080,4,103,7,7,64,7,323,37,8,2173,343,11,9,28,31953,76,0,2,1,42,12,11,306,26,538,23,4,0,0,109,3,1,10,8,338,2,3,79,10,1,25,2,22,14,2628,16,2,5,83,46,20,30,4,4,92,18,9,1,17,3,403,1,16,1,1,25,107,36,0
04/28/2020,3,0,5,8,3,30,75,1308,313,36,3,22,10,7,110,78,159,0,16,53,76,40,5,5,90,10,2,8,2,4,20,4,235,3192,7,103,12,7,67,7,342,38,8,2254,365,12,9,28,33449,82,0,3,1,44,12,11,318,28,552,24,5,0,0,126,3,1,10,8,335,2,3,81,11,1,27,2,22,14,2736,16,2,5,81,49,20,30,4,4,94,21,13,1,17,3,434,1,22,1,2,28,114,38,0
04/29/2020,3,0,6,10,3,32,82,1412,326,41,3,23,11,7,111,85,169,0,16,56,75,40,6,5,101,10,3,8,2,4,25,4,255,3382,7,105,13,7,69,7,369,40,10,2369,392,12,9,30,34880,90,0,3,1,44,12,12,324,29,588,25,5,0,0,138,3,1,10,11,354,2,3,89,10,1,29,2,22,14,2870,16,2,5,80,49,20,30,4,4,94,22,18,1,17,3,442,1,29,1,2,29,120,39,0
04/30/2020,3,0,5,9,3,35,107,1526,338,46,3,24,12,8,119,86,178,0,17,62,84,40,6,5,106,10,3,8,2,4,27,4,266,3509,7,106,18,8,70,7,377,45,10,2492,442,13,9,30,36513,95,0,3,1,44,12,13,333,33,621,26,5,0,0,156,3,2,10,17,378,2,3,98,10,1,33,2,22,14,3081,16,2,6,83,53,20,30,4,4,95,22,21,1,18,3,475,1,35,1,2,31,130,45,0
05/01/2020,3,0,5,9,3,37,120,1677,350,47,3,23,12,9,122,93,195,0,17,70,87,40,6,5,110,10,3,8,2,5,31,4,281,3766,7,109,18,8,71,7,389,41,10,2617,485,14,9,29,38668,105,0,3,1,44,12,13,335,34,666,26,5,0,0,164,3,1,10,19,363,2,3,113,10,1,34,2,22,16,3256,16,2,6,85,54,20,31,4,4,97,24,24,1,20,3,492,1,45,1,2,32,143,49,1
05/02/2020,3,0,6,9,3,41,125,1803,358,51,3,23,12,12,122,101,207,0,18,75,92,40,6,6,110,10,3,9,2,5,37,4,291,3975,7,119,26,8,71,7,412,43,13,2796,521,13,9,28,40227,114,0,3,1,45,13,13,337,34,693,27,5,0,0,166,3,1,10,21,278,2,4,129,11,1,40,2,22,19,3432,16,2,8,84,65,21,32,4,4,99,24,31,1,20,3,507,1,53,1,2,32,156,50,1
05/03/2020,3,0,6,9,3,43,139,1935,358,51,4,25,13,15,129,106,208,0,18,78,92,40,6,5,112,10,3,10,2,5,38,4,305,4161,7,122,35,8,75,7,436,47,13,2868,579,13,10,28,42324,125,0,3,1,45,13,13,365,34,738,28,5,0,0,179,3,1,10,28,257,2,4,138,12,1,40,2,22,20,3611,16,2,8,86,67,24,32,4,4,99,24,34,1,20,4,537,1,63,1,2,34,177,50,1
05/04/2020,4,0,5,9,4,46,140,2115,383,56,4,25,14,14,132,107,212,0,21,85,92,40,6,5,114,8,3,9,2,4,42,4,326,4252,7,124,36,10,73,7,452,45,13,3066,638,13,10,28,43715,130,0,3,1,48,14,14,365,35,790,29,5,0,0,182,3,1,10,30,277,2,4,144,12,1,40,2,22,20,3803,16,2,9,87,70,23,34,4,4,103,24,34,1,20,4,551,1,71,1,2,35,182,53,2
05/05/2020,4,0,5,11,3,47,146,2206,393,56,3,41,14,15,133,113,216,0,23,85,94,40,7,5,115,8,3,10,2,4,47,4,334,4370,7,126,37,10,74,7,454,48,14,3150,649,13,10,28,45223,132,0,3,1,48,14,14,369,36,802,30,6,0,0,183,3,2,10,32,236,2,4,146,12,1,42,2,22,20,3918,16,2,9,86,69,23,36,4,4,103,26,32,1,20,4,579,1,70,1,2,37,212,53,2
05/06/2020,4,0,5,11,3,48,154,2331,416,61,3,49,15,16,137,126,231,0,22,88,98,40,8,5,116,10,3,10,2,5,62,4,346,4529,7,129,42,10,74,7,465,53,15,3332,696,15,10,28,46689,141,0,3,1,46,15,14,374,38,814,33,6,0,0,203,3,2,10,48,105,2,6,155,12,1,48,2,22,20,4056,16,2,10,86,84,23,39,4,4,108,26,35,1,23,4,601,1,72,1,2,40,212,54,6
05/07/2020,4,0,5,12,3,50,157,2498,428,63,3,51,15,17,139,130,237,0,23,92,99,40,8,5,122,10,3,10,2,5,77,4,363,4762,7,133,46,11,77,7,477,54,14,3434,759,15,10,27,48341,149,0,3,1,46,16,14,396,40,857,33,6,0,0,206,3,3,10,52,102,2,6,168,12,1,50,2,22,20,4213,17,2,10,88,91,24,39,4,5,110,27,36,1,24,5,623,1,78,1,2,42,229,55,6
05/08/2020,4,0,5,12,3,55,161,2668,458,69,3,63,15,17,141,132,253,0,25,93,101,41,8,5,125,10,3,10,2,6,84,4,373,4985,9,138,48,11,79,7,498,58,14,3561,830,15,10,29,50236,160,0,4,1,46,16,16,401,41,897,34,6,1,0,211,3,5,10,58,48,3,6,177,13,1,52,2,22,20,4374,17,2,11,89,93,24,38,4,6,112,28,36,1,25,5,648,1,84,1,2,44,247,59,6
05/09/2020,4,0,6,13,3,58,162,2818,479,71,4,63,15,17,148,136,256,0,25,97,102,41,8,7,126,10,3,10,2,6,89,4,388,5199,9,140,49,11,79,7,507,59,15,3636,877,15,10,29,51674,170,0,4,1,46,16,18,414,43,936,34,6,1,0,217,3,7,10,62,73,3,6,185,12,1,56,2,23,20,4493,17,2,11,94,102,24,38,4,6,115,30,36,1,27,5,689,1,88,1,2,44,256,58,8
05/10/2020,4,0,6,14,3,58,167,3003,540,73,4,63,15,17,149,139,258,0,25,102,104,41,8,8,126,10,3,10,2,6,96,4,421,5245,9,144,49,12,79,7,515,59,15,3684,917,15,11,29,52655,177,0,4,1,46,17,18,427,44,945,34,6,1,0,220,3,7,10,63,84,3,7,193,14,1,56,2,24,20,4603,17,2,12,97,105,24,38,4,6,117,30,38,1,27,5,711,1,97,1,2,44,263,58,8
05/11/2020,4,0,6,14,3,60,166,3126,753,75,4,63,15,17,157,142,275,0,25,104,110,41,9,8,127,10,3,10,3,6,98,4,431,5323,9,146,49,12,79,7,517,59,17,3740,932,15,11,29,53381,183,0,4,1,46,17,18,435,47,958,34,6,1,0,221,3,7,10,63,0,3,7,206,14,1,56,2,41,20,4745,17,2,12,94,105,24,39,4,6,121,30,38,1,27,5,761,1,99,1,2,44,279,58,9
05/12/2020,6,0,6,14,3,61,167,3592,809,77,3,69,15,17,171,145,286,0,26,106,111,41,9,8,128,11,3,10,2,7,99,4,477,5662,9,149,52,12,81,8,530,58,17,3896,1159,15,12,30,55470,203,0,4,1,46,17,18,445,47,1026,34,6,1,0,222,3,7,10,63,0,3,8,244,15,1,64,2,58,20,5121,17,2,12,95,106,25,39,4,6,126,32,38,1,27,5,771,1,110,1,2,44,303,60,9
05/13/2020,7,0,6,14,4,62,171,3744,835,79,4,70,15,17,173,148,292,0,29,105,112,41,10,8,142,11,3,12,2,7,101,6,497,5758,11,151,54,12,81,8,538,59,17,3973,1208,15,12,30,56406,211,2,4,1,45,17,19,449,47,1049,34,6,1,0,227,3,7,10,105,0,10,8,253,15,1,62,2,62,22,5244,17,2,12,97,111,25,39,4,6,127,33,38,1,31,5,788,1,118,1,2,52,318,61,9
