date,Cheyenne,Comanche,Dickinson,Douglas,Ellsworth,Franklin,Gray,Greenwood,Hamilton,Haskell,Jackson,Kearny,Lane,Leavenworth,Linn,Marshall,McPherson,Morris,Nemaha,Osage,Osborne,Ottawa,Pottawatomie,Pratt,Reno,Rush,Scott,Sedgwick,Stafford,Trego,Washington,Wilson,Allen,Barber,Brown,Chautauqua,Coffey,Doniphan,Edwards,Ellis,Hodgeman,Jewell,Kiowa,Meade,Mitchell,Montgomery,Rice,Riley,Russell,Saline,Shawnee,Atchison,Chase,Clay,Elk,Ford,Harper,Jefferson,Johnson,Kingman,Labette,Marion,Morton,Neosho,Ness,Pawnee,Republic,Smith,Sumner,Thomas,Unknown,Wabaunsee,Wyandotte,Anderson,Barton,Bourbon,Cloud,Cowley,Geary,Gove,Graham,Grant,Harvey,Lincoln,Lyon,Miami,Norton,Phillips,Seward,Sheridan,Sherman,Stanton,Stevens,Woodson,Clark,Finney,Rooks,Wichita,Logan,Butler,Crawford,Cherokee
06/21/2020,2,2,8,93,3,57,24,11,31,23,104,46,5,1122,13,0,42,5,22,10,2,4,47,6,58,0,16,882,1,1,1,1,1,1,11,4,52,23,6,16,8,4,3,30,4,25,4,103,0,45,491,26,4,7,0,1916,2,23,1257,0,28,7,6,15,4,3,4,3,9,0,0,32,1907,3,54,9,7,52,31,1,0,23,15,0,485,16,3,2,955,3,7,9,30,6,34,1546,7,0,0,49,167,18
06/22/2020,2,2,6,103,3,65,24,11,31,23,104,48,5,1132,13,0,50,5,23,10,2,4,51,6,63,0,16,896,1,1,1,1,1,1,11,4,53,25,6,16,9,4,3,30,4,25,4,132,0,50,515,27,4,7,0,1926,2,23,1310,0,28,9,6,17,4,3,4,3,10,10,0,32,1956,3,54,10,7,59,32,1,0,24,19,0,487,18,3,3,968,3,7,10,30,6,34,1554,7,0,0,51,192,18
06/23/2020,2,2,6,103,3,65,24,11,31,23,105,48,5,1132,13,0,50,5,23,10,2,4,51,6,63,0,16,937,1,1,1,1,1,1,11,4,53,25,6,16,9,4,3,30,4,25,4,132,0,55,515,27,4,7,0,1926,2,23,1316,0,28,9,6,17,4,3,4,3,10,10,0,32,1982,3,54,10,7,59,32,1,0,24,19,0,487,18,3,3,968,3,7,10,30,6,34,1558,7,0,0,51,192,18
06/24/2020,2,2,8,106,3,66,24,11,32,23,105,47,5,1137,13,1,50,5,23,10,2,4,54,6,67,0,16,974,1,1,1,1,1,1,11,4,53,25,6,17,9,4,3,30,4,25,4,156,0,77,543,27,4,6,0,1963,2,25,1409,0,50,9,6,17,4,3,4,3,10,14,0,33,2060,3,54,12,8,61,34,1,0,37,26,0,489,18,3,3,991,3,7,10,30,6,34,1558,7,0,1,52,220,20
06/25/2020,2,2,8,106,3,66,24,11,32,23,105,47,5,1137,13,1,50,5,23,10,2,4,54,6,67,0,16,1001,1,1,1,1,1,1,11,4,53,25,6,17,9,4,3,30,4,25,4,156,0,77,546,27,4,6,0,1963,2,25,1427,0,50,9,6,17,4,3,4,3,10,14,0,33,2099,3,55,12,8,61,34,1,0,37,26,0,491,18,3,3,991,3,7,10,30,6,34,1562,7,0,1,55,220,20
06/26/2020,2,2,8,124,3,67,26,11,32,23,107,48,5,1146,14,1,62,5,24,11,2,5,62,6,69,0,16,1072,1,1,1,1,4,1,11,4,53,26,6,19,9,4,4,30,4,29,4,183,0,98,576,27,4,6,1,1983,2,26,1545,0,55,10,7,23,4,3,7,3,11,15,0,34,2165,3,55,16,10,66,43,1,0,40,31,0,493,24,3,3,1001,3,7,10,31,6,34,1563,7,0,1,55,246,24
06/27/2020,2,2,8,124,3,67,26,11,32,23,107,48,5,1146,14,1,62,5,24,11,2,5,62,6,69,0,16,1072,1,1,1,1,4,1,11,4,53,26,6,19,9,4,4,30,4,29,4,183,0,98,596,27,4,6,1,1983,2,26,1550,0,55,10,7,23,4,3,7,3,11,15,0,34,2176,3,55,16,10,66,43,1,0,40,31,0,493,26,3,3,1001,3,7,10,31,6,34,1563,7,0,1,55,246,24
06/28/2020,2,2,8,124,3,67,26,11,32,23,108,48,5,1146,14,1,74,5,24,11,2,5,62,11,69,0,16,1120,1,1,1,1,5,1,11,4,53,26,6,19,9,4,4,30,4,29,4,183,0,98,596,27,4,6,1,1983,2,26,1613,0,55,10,7,23,4,3,9,3,11,15,0,34,2284,3,55,16,10,66,43,1,0,40,32,0,493,26,3,3,1001,4,7,10,31,6,34,1563,8,0,1,55,246,30
06/29/2020,2,2,8,159,3,71,26,11,32,23,109,48,5,1162,15,1,74,5,24,13,2,6,69,11,74,1,17,1260,1,1,1,1,5,1,11,4,53,26,6,21,9,4,4,30,4,36,4,222,0,110,630,32,4,6,1,2006,2,25,1722,0,57,11,7,29,4,3,9,3,11,15,0,35,2303,4,56,19,18,70,57,1,0,46,39,1,497,31,4,3,1011,4,7,10,31,8,34,1563,8,0,1,58,256,30
06/30/2020,2,2,8,159,3,71,26,11,32,23,112,48,5,1162,15,1,74,5,24,13,2,6,69,11,74,1,17,1260,1,1,1,1,5,1,11,4,53,26,6,21,9,4,4,30,4,36,4,233,0,110,646,32,4,6,1,2006,2,25,1722,0,57,11,7,29,4,3,9,3,11,15,0,35,2325,4,56,19,18,70,57,1,0,46,39,1,497,31,4,3,1011,4,7,10,31,8,34,1570,8,0,1,60,256,30
07/01/2020,2,2,8,188,4,72,26,11,33,24,113,48,5,1173,15,1,77,5,28,13,2,6,74,12,74,1,16,1368,1,1,1,2,5,1,11,4,53,26,7,25,9,4,3,30,4,36,4,242,0,110,670,34,4,7,1,2008,4,25,1870,0,61,11,7,30,4,3,9,3,13,15,0,35,2420,4,57,27,18,71,70,1,0,48,39,0,499,34,4,3,1019,5,7,10,32,8,34,1574,8,0,1,61,263,31
07/02/2020,2,2,8,190,4,77,26,11,33,24,113,48,5,1173,15,1,77,5,28,13,2,6,74,12,74,1,16,1368,1,1,1,2,5,1,11,4,53,26,7,25,9,4,3,30,4,36,4,261,0,110,709,34,4,7,1,2008,4,25,1870,0,61,11,7,30,4,3,9,3,13,15,0,35,2429,4,57,27,18,71,70,1,0,51,39,0,502,34,4,3,1019,5,7,10,32,8,34,1575,8,0,1,64,263,31
07/03/2020,2,2,8,251,4,78,27,11,33,28,115,48,5,1183,16,2,81,5,27,15,2,8,79,11,84,1,16,1564,1,1,1,3,5,2,12,4,53,26,7,27,9,4,3,30,4,41,4,261,0,130,759,38,5,7,1,2015,2,28,2066,0,65,12,7,33,4,3,9,3,13,15,0,36,2553,4,57,28,21,73,85,2,0,51,45,0,502,39,6,10,1033,5,7,11,32,9,34,1575,8,0,1,64,267,38
07/04/2020,2,2,8,251,4,78,27,11,33,28,115,48,5,1183,16,2,81,5,27,15,2,8,79,11,84,1,16,1564,1,1,1,3,5,2,12,4,53,26,7,27,9,4,3,30,4,41,4,261,0,145,759,38,5,7,1,2015,2,28,2111,0,65,12,7,33,4,3,9,3,13,15,0,36,2634,4,57,28,21,73,85,2,0,53,45,0,502,39,6,10,1033,5,7,11,32,9,34,1575,8,0,1,71,267,38
07/05/2020,2,2,8,251,4,78,27,11,33,28,115,48,5,1183,16,2,81,5,27,15,2,8,79,11,84,1,16,1564,1,1,1,3,5,2,12,4,53,26,7,27,9,4,3,30,4,41,4,261,0,145,759,38,5,7,1,2015,2,28,2205,0,65,12,7,33,4,3,9,3,13,15,0,36,2664,4,57,28,21,73,85,2,0,53,45,0,502,39,6,10,1033,5,7,11,32,9,34,1575,8,0,1,71,267,38
07/06/2020,2,3,10,354,10,81,27,11,35,30,116,48,5,1194,17,2,84,5,28,18,3,10,82,11,96,1,16,1750,1,1,1,4,5,2,12,4,53,27,7,30,9,4,3,30,4,49,4,309,0,173,825,40,5,9,1,2016,2,31,2349,1,66,12,7,35,4,3,9,3,16,16,0,36,2695,5,57,35,24,76,95,2,2,53,52,0,510,46,10,27,1045,5,7,12,32,9,34,1584,8,0,1,71,278,40
07/07/2020,2,3,10,354,10,81,27,11,35,30,117,48,5,1194,17,2,84,5,28,18,3,10,82,11,96,1,16,1750,1,1,1,4,5,2,12,4,53,27,7,30,9,4,3,30,4,49,4,317,0,173,844,40,5,9,1,2016,2,31,2356,1,66,12,7,35,4,3,9,3,16,16,0,36,2728,5,57,35,24,76,95,2,2,55,52,0,510,46,10,27,1045,5,7,12,32,9,34,1584,8,0,1,76,278,40
07/08/2020,2,3,12,377,11,90,28,11,35,30,117,48,5,1200,16,2,88,5,29,22,3,12,83,12,101,2,16,1922,1,2,1,4,5,2,12,5,53,27,7,35,9,4,3,30,5,53,4,325,0,190,890,42,5,9,1,2021,2,33,2565,1,64,15,7,34,4,4,11,3,17,17,0,38,2781,6,58,36,25,77,101,2,3,57,55,0,511,52,11,27,1048,5,7,12,33,9,34,1586,9,0,1,82,294,43
07/09/2020,2,3,12,377,11,90,28,11,35,30,117,48,5,1200,16,2,88,5,29,22,3,12,83,12,103,2,16,1922,1,2,1,4,5,2,12,5,53,27,7,35,9,4,3,30,5,53,4,332,0,190,918,42,5,9,1,2021,2,33,2633,1,64,15,7,34,4,4,11,3,17,17,0,38,2883,6,62,36,25,77,101,2,3,57,55,0,515,52,11,27,1048,5,7,12,33,9,34,1595,9,0,1,82,294,43
07/10/2020,2,3,15,415,11,90,30,11,35,34,117,48,5,1232,17,2,92,5,31,28,3,15,89,13,121,3,17,2074,1,2,1,4,6,2,19,5,53,27,8,44,9,4,3,32,11,58,7,337,1,215,964,42,5,10,1,2028,2,37,2804,4,66,22,7,39,4,5,12,3,26,17,0,38,2930,8,63,39,26,79,115,2,6,61,66,1,523,57,13,28,1082,6,7,12,34,10,34,1604,9,0,1,92,301,47
