date,Boone,Boyle,Breathitt,Bullitt,Clinton,Crittenden,Elliott,Graves,Hancock,Hardin,Hart,Henderson,Jackson,Jefferson,Johnson,Knott,Laurel,Livingston,Lyon,Martin,McCreary,Metcalfe,Nicholas,Owsley,Rockcastle,Taylor,Trigg,Washington,Webster,Adair,Ballard,Bath,Bracken,Clay,Cumberland,Estill,Garrard,Grayson,Hickman,Larue,Leslie,Letcher,Madison,Marion,McLean,Menifee,Ohio,Oldham,Perry,Powell,Robertson,Russell,Simpson,Spencer,Todd,Wayne,Wolfe,Woodford,Boyd,Butler,Calloway,Campbell,Carter,Clark,Floyd,Franklin,Fulton,Gallatin,Greenup,Harlan,Harrison,Jessamine,Kenton,Knox,Lee,Lincoln,Magoffin,McCracken,Meade,Mercer,Morgan,Pulaski,Scott,Shelby,Trimble,Union,Allen,Anderson,Bourbon,Caldwell,Carlisle,Christian,Daviess,Edmonson,Fayette,Fleming,Grant,Henry,Hopkins,Lewis,Logan,Marshall,Mason,Montgomery,Muhlenberg,Nelson,Owen,Pendleton,Pike,Warren,Whitley,Breckinridge,Bell,Carroll,Rowan,Casey,Unknown,Monroe,Lawrence,Green,Barren
06/14/2020,539,30,3,131,5,7,1,173,12,133,36,138,63,3323,6,4,29,9,18,3,13,7,4,2,14,17,17,14,36,101,15,10,14,13,5,5,10,137,5,15,6,8,88,42,25,11,185,113,28,4,0,38,59,26,23,10,1,54,44,243,57,207,18,73,19,96,12,57,16,11,56,82,690,11,1,15,4,117,24,16,6,72,54,274,5,17,133,25,24,12,5,155,353,70,1075,4,53,26,229,13,195,41,16,39,502,48,4,14,47,1248,17,23,4,17,13,10,0,29,5,3,65
06/15/2020,541,30,4,135,5,7,2,175,12,133,36,138,63,3363,6,4,30,9,18,3,13,8,4,2,14,20,17,14,37,102,15,10,14,17,5,5,11,137,5,15,6,8,88,42,25,11,185,113,28,5,0,38,59,26,23,10,1,54,44,244,60,207,18,77,19,98,12,57,16,13,56,83,690,11,1,15,4,123,24,16,6,72,54,277,5,19,136,25,25,12,5,159,360,73,1129,6,53,26,230,14,206,44,16,39,503,48,4,14,48,1275,17,23,4,17,15,10,0,31,5,3,66
06/16/2020,541,30,4,135,5,7,2,175,12,133,36,142,63,3363,6,4,30,9,18,3,13,8,4,2,14,21,17,14,37,102,15,10,14,17,5,5,11,137,5,15,6,8,88,42,25,11,188,113,28,5,0,38,59,26,23,10,1,54,44,244,60,207,18,77,19,98,12,57,16,13,56,85,690,11,1,15,4,123,24,16,6,72,54,277,5,19,138,25,25,12,5,160,360,75,1146,6,53,26,230,14,205,44,16,39,504,48,4,14,48,1279,17,23,4,17,15,10,0,31,5,3,66
06/17/2020,552,30,4,136,5,7,2,176,13,135,37,147,74,3451,7,4,47,9,18,3,13,8,4,2,15,26,17,15,37,104,15,10,14,23,5,5,13,137,5,15,7,8,88,45,25,11,188,114,28,5,0,38,60,26,23,10,1,55,44,246,61,212,21,78,22,105,12,57,16,15,56,88,699,12,1,15,4,126,24,16,7,73,54,281,5,20,138,27,26,12,5,166,368,77,1158,9,53,27,232,15,205,47,17,40,505,49,5,14,53,1299,18,23,4,25,15,10,0,31,5,3,67
06/18/2020,557,31,4,138,5,7,2,180,13,135,39,150,81,3481,7,4,48,8,18,3,13,8,4,2,16,26,18,17,37,106,15,10,15,27,5,5,14,137,5,15,7,8,88,45,25,11,190,114,28,5,0,38,61,28,23,10,2,58,45,246,63,213,20,79,22,108,14,57,16,15,56,91,706,12,1,15,4,129,24,17,7,74,57,314,5,22,145,27,26,12,5,166,370,77,1194,10,53,28,231,16,205,48,18,41,506,50,5,14,54,1305,19,23,4,26,15,11,0,32,5,3,68
06/19/2020,567,31,4,141,5,7,2,183,14,135,42,151,85,3528,8,4,52,8,18,3,13,8,5,2,16,29,20,17,37,107,15,10,15,30,5,5,16,137,5,15,7,8,91,45,25,11,190,116,38,5,0,38,62,28,23,10,2,60,47,247,63,219,21,80,25,108,15,57,16,16,56,95,709,13,1,17,5,134,24,17,7,74,60,347,5,24,145,27,26,12,5,167,376,77,1214,12,53,28,232,16,205,50,18,41,507,50,5,14,59,1323,19,23,4,26,17,11,0,32,5,4,70
06/20/2020,567,31,4,144,5,7,2,183,14,134,42,151,90,3561,9,4,54,8,18,3,13,8,5,2,16,29,22,18,38,107,15,10,16,31,5,5,16,137,5,15,7,8,94,46,25,11,190,116,39,5,0,38,62,29,23,12,1,60,48,246,65,225,21,84,26,109,15,57,16,16,58,96,717,13,1,17,5,134,24,17,7,75,66,358,5,25,152,27,27,12,5,167,376,77,1235,12,53,28,233,16,205,50,24,44,509,53,5,14,62,1339,19,24,4,29,17,13,0,32,5,6,70
06/21/2020,570,32,4,144,5,7,2,183,14,134,42,152,90,3582,9,4,55,8,18,4,14,8,5,2,17,31,22,18,39,107,15,10,16,32,6,5,16,137,5,15,7,8,94,46,25,11,191,117,41,5,0,39,62,29,23,12,1,61,49,246,66,227,21,87,26,109,15,57,19,17,59,98,723,13,1,18,5,143,24,17,7,77,67,361,5,25,152,27,27,13,5,174,382,77,1235,12,53,29,234,17,205,50,24,45,509,53,5,14,63,1357,20,24,5,29,17,13,0,34,5,6,71
06/22/2020,575,34,4,145,5,7,2,185,14,134,43,152,90,3609,10,4,55,8,18,4,14,8,5,2,17,33,23,21,39,108,15,10,16,32,6,5,16,137,5,15,8,8,95,48,25,11,191,117,43,5,0,39,62,29,23,12,1,61,49,246,68,232,21,89,26,112,16,57,20,17,59,99,726,13,1,20,5,148,24,17,7,77,67,365,5,25,154,27,27,13,5,178,386,78,1284,12,53,29,234,17,210,52,24,45,509,54,5,14,63,1361,21,24,5,29,17,13,0,34,5,6,71
06/23/2020,579,36,4,148,5,8,2,185,15,134,44,155,92,3651,10,4,57,8,17,5,15,8,5,2,18,34,23,21,39,108,15,11,17,37,6,5,16,137,5,15,8,13,100,48,25,12,191,119,49,5,0,39,65,31,24,13,2,63,49,246,71,234,21,91,26,120,16,58,21,18,65,100,735,15,1,21,5,149,25,17,7,82,75,370,6,25,156,26,27,13,5,179,404,79,1307,13,54,30,241,16,213,53,25,44,510,60,6,15,68,1376,23,24,6,30,18,13,0,34,5,4,74
06/24/2020,587,37,6,148,5,8,3,188,15,136,46,155,94,3682,10,5,63,8,17,5,16,9,5,2,18,37,23,21,39,109,15,11,17,39,6,5,16,137,5,15,8,13,103,48,25,12,192,126,53,5,0,39,69,33,24,13,2,63,54,247,71,236,21,94,26,120,16,58,22,18,65,100,744,16,1,21,5,150,25,17,8,83,76,378,6,25,158,26,27,13,5,183,407,79,1334,14,55,31,242,16,214,53,28,46,511,65,6,15,68,1398,24,24,6,30,18,13,0,34,5,4,76
06/25/2020,588,38,7,148,5,8,3,190,16,138,46,155,96,3714,10,7,71,8,17,5,17,9,5,2,18,38,23,21,40,110,15,11,17,44,6,4,17,137,5,15,8,14,106,49,25,12,193,126,55,5,0,40,69,33,24,13,2,64,55,247,75,238,22,96,26,123,18,58,28,18,66,102,759,16,1,24,5,151,25,17,8,84,79,391,6,26,162,26,29,13,5,225,414,79,1374,14,57,32,243,18,215,53,28,46,511,67,6,15,68,1426,24,24,6,30,18,14,0,34,5,4,82
06/26/2020,590,38,8,149,5,8,3,192,17,140,46,155,100,3765,10,7,79,9,19,5,17,9,5,2,18,38,23,21,40,111,15,12,17,46,6,4,17,137,5,15,8,14,107,49,25,12,194,129,56,6,0,43,72,33,25,13,2,64,59,247,78,242,22,96,26,123,19,59,28,18,66,103,777,20,1,24,5,153,25,23,8,88,83,400,6,28,164,26,29,13,5,226,421,79,1398,15,57,33,248,18,215,53,28,46,511,67,6,15,71,1455,24,24,7,35,19,15,0,34,6,4,84
06/27/2020,594,38,8,148,5,8,3,196,18,145,46,161,104,3820,10,7,84,9,19,5,17,9,5,2,19,39,24,22,40,115,15,13,17,53,6,4,19,137,5,15,8,15,112,49,25,12,197,129,57,6,0,44,73,36,25,13,2,65,60,252,79,246,22,98,27,128,21,61,28,21,68,105,785,63,1,25,5,155,25,23,8,89,82,405,6,29,165,26,30,13,5,226,428,79,1439,17,57,33,251,21,215,54,29,47,512,69,6,15,71,1481,25,24,8,37,22,15,0,34,6,4,84
06/28/2020,594,38,8,149,5,8,3,199,18,145,46,161,104,3829,10,7,85,10,20,5,17,9,5,2,19,40,24,22,40,116,15,13,17,53,6,4,20,137,5,15,8,15,125,49,25,13,197,129,59,6,0,44,75,36,25,13,2,71,61,253,79,248,22,98,27,128,21,61,28,22,68,105,787,63,1,25,5,159,25,23,8,93,82,456,7,29,165,26,30,13,5,226,428,79,1439,18,57,33,251,21,215,55,29,58,514,69,6,16,76,1491,25,24,8,37,22,15,0,35,7,4,84
06/29/2020,594,38,8,149,5,8,3,200,18,146,47,163,104,3852,10,7,90,10,20,5,18,9,5,2,19,41,24,23,40,118,15,13,17,53,6,4,21,137,5,16,8,15,125,51,25,13,204,129,59,6,0,45,76,36,25,14,2,71,61,255,79,249,22,98,27,128,23,61,28,23,68,106,787,64,1,25,5,161,25,23,8,94,83,456,7,29,165,26,30,13,5,237,431,81,1491,18,57,33,251,22,221,56,30,58,520,70,6,16,76,1514,27,24,8,37,22,18,0,35,7,4,85
06/30/2020,597,38,8,150,5,9,3,206,18,161,47,165,108,3901,10,7,102,10,20,5,18,9,5,2,21,43,26,23,41,120,15,15,17,59,6,4,23,138,5,17,8,14,125,51,25,13,204,130,59,6,0,46,77,36,25,15,2,71,62,256,81,259,23,98,29,135,23,61,28,23,70,106,794,66,1,28,5,166,26,23,8,94,87,456,7,29,168,26,31,15,5,248,433,81,1514,20,57,33,255,23,224,58,31,58,523,74,6,17,84,1533,28,24,8,37,22,19,0,35,8,4,86
07/01/2020,602,39,8,151,5,9,3,207,18,165,48,165,109,3942,9,8,111,10,20,7,18,10,5,2,21,44,26,24,41,126,15,15,17,62,6,4,24,138,5,17,8,14,125,52,25,13,205,130,59,7,1,47,78,37,25,15,3,71,62,257,82,266,25,98,29,138,23,65,28,24,73,108,800,69,1,28,5,168,26,23,8,94,91,456,7,29,170,26,32,15,5,249,435,83,1553,21,59,35,256,22,223,59,31,58,523,76,6,17,86,1547,28,24,8,37,22,19,0,36,8,5,86
07/02/2020,606,40,8,152,5,9,3,214,19,171,49,166,113,3991,9,10,114,10,20,8,18,11,6,3,21,45,26,24,41,127,15,15,17,64,6,4,25,139,5,17,9,14,126,52,26,13,207,131,62,7,1,50,78,37,25,15,4,71,64,256,85,270,26,98,31,140,23,65,30,26,73,111,807,71,1,29,6,170,28,24,8,99,97,456,7,29,171,27,33,15,5,257,440,84,1599,21,60,36,263,22,222,60,31,58,527,77,6,17,91,1563,29,24,9,37,22,19,0,38,8,5,90
07/03/2020,615,40,9,154,5,9,3,219,19,177,49,170,114,4034,10,11,124,10,20,8,18,11,8,3,21,46,26,25,42,127,15,18,17,68,6,4,26,140,5,17,10,14,130,52,27,13,208,139,62,8,1,52,80,38,26,16,4,73,67,257,86,270,29,99,32,144,24,65,33,27,74,111,814,73,1,30,6,172,28,24,9,100,99,456,7,29,174,29,34,15,5,262,452,84,1637,21,60,36,266,22,227,60,33,58,527,81,7,19,99,1583,32,25,13,42,23,21,0,40,9,5,92
07/04/2020,615,40,9,154,5,9,3,219,19,177,49,170,114,4034,10,11,124,10,20,8,18,11,8,3,21,46,26,25,42,130,15,18,17,68,6,4,26,140,5,17,10,14,130,52,27,13,208,139,62,8,1,57,80,38,26,16,4,73,67,257,86,274,29,99,32,144,24,65,33,27,74,115,814,73,1,30,6,172,28,24,9,100,99,456,7,29,174,29,34,15,5,265,452,84,1661,21,60,36,266,22,227,60,33,58,538,81,7,19,99,1583,32,25,13,42,23,21,0,40,9,5,92
07/05/2020,615,40,9,154,5,9,3,219,19,177,49,170,114,4034,10,11,124,10,20,8,18,11,8,3,21,46,26,25,42,131,15,18,17,68,6,4,26,140,5,17,10,14,130,52,27,13,208,139,62,8,1,57,81,38,26,16,4,73,67,257,86,274,29,99,32,144,24,65,33,27,74,116,814,73,1,30,6,172,28,24,9,100,99,456,7,29,174,29,34,15,5,265,452,84,1661,21,60,36,266,22,227,60,33,58,538,81,7,19,99,1583,32,25,13,42,23,21,0,40,9,5,92
07/06/2020,646,43,10,159,7,9,3,231,19,208,49,174,115,4173,10,11,133,10,21,9,18,13,9,3,27,46,26,27,45,136,16,18,17,72,6,4,28,140,7,19,10,15,143,55,27,13,219,144,68,8,1,58,82,40,26,20,4,74,69,258,93,293,31,102,35,146,24,65,36,31,79,120,833,80,1,36,6,178,29,25,10,117,101,524,7,29,177,29,35,17,7,266,458,84,1713,25,60,38,272,22,242,65,36,58,538,90,8,20,104,1650,40,28,21,61,23,38,0,42,10,8,97
07/07/2020,660,43,12,165,7,9,3,233,19,221,49,180,115,4233,10,12,143,11,21,9,18,14,9,3,27,48,26,27,48,139,15,18,17,76,6,4,29,140,7,20,10,17,152,57,27,13,220,149,69,8,1,61,83,40,26,20,4,75,71,260,94,299,32,103,37,149,24,65,40,32,79,122,844,81,1,39,7,181,30,25,11,119,107,528,7,30,180,29,35,17,7,267,467,84,1775,25,61,39,279,22,244,65,39,61,545,93,9,21,107,1655,41,28,43,63,23,40,0,42,11,9,99
07/08/2020,672,43,12,166,8,10,3,246,22,223,50,182,115,4323,10,14,158,13,21,10,18,14,11,3,30,52,26,28,48,139,15,18,17,79,6,5,32,140,7,20,11,18,160,58,27,13,220,153,73,8,1,65,86,41,26,22,4,76,71,262,98,303,32,104,38,153,24,66,40,33,81,124,852,88,1,42,7,181,30,26,11,121,112,537,7,30,181,30,37,21,7,286,469,84,1800,25,62,40,285,22,248,66,39,61,549,97,10,21,113,1679,47,28,57,63,24,41,0,42,11,10,104
07/09/2020,683,43,12,166,8,11,3,250,22,236,50,194,115,4395,10,14,165,14,21,10,18,14,11,3,31,54,26,28,52,145,15,18,17,80,7,5,33,143,7,20,11,18,169,60,27,13,224,159,74,9,1,65,86,41,26,26,4,76,73,262,102,307,32,104,38,156,25,67,40,33,81,125,857,88,1,42,7,184,36,29,12,126,113,545,9,30,183,30,38,29,9,297,483,84,1839,25,62,41,292,22,250,66,39,61,549,105,10,21,115,1698,49,28,69,65,24,55,0,44,11,11,110
07/10/2020,694,43,15,169,8,11,3,270,25,246,50,194,115,4458,11,15,177,14,21,12,18,15,13,3,32,59,26,30,52,149,16,18,19,81,8,5,37,146,7,20,11,19,178,63,27,13,224,163,81,9,1,70,87,43,26,27,4,80,78,264,108,314,37,105,39,159,26,67,40,35,81,137,864,92,1,48,7,192,37,29,12,131,117,559,13,30,186,30,40,31,10,298,493,84,1922,26,64,43,298,22,249,68,39,63,558,109,10,22,118,1714,49,29,74,69,24,84,0,44,11,11,116
