date,Ashe,Beaufort,Bertie,Caldwell,Cherokee,Dare,Edgecombe,Forsyth,Granville,Henderson,Hyde,Macon,McDowell,Mecklenburg,Richmond,Rockingham,Stokes,Wilkes,Yadkin,Avery,Buncombe,Caswell,Cleveland,Columbus,Craven,Cumberland,Davidson,Franklin,Gates,Guilford,Haywood,Hoke,Iredell,Jackson,Johnston,Lincoln,Moore,Nash,Polk,Robeson,Scotland,Union,Washington,Wayne,Yancey,Alleghany,Anson,Cabarrus,Chatham,Chowan,Davie,Duplin,Durham,Graham,Greene,Halifax,Harnett,Hertford,Lee,Lenoir,Martin,Montgomery,Northampton,Pender,Pitt,Rowan,Rutherford,Sampson,Stanly,Surry,Tyrrell,Vance,Warren,Bladen,Brunswick,Burke,Camden,Carteret,Catawba,Clay,Currituck,Gaston,Jones,Madison,Onslow,Orange,Pamlico,Pasquotank,Perquimans,Swain,Transylvania,Wake,Watauga,Wilson,Person,Mitchell,Randolph,Alexander,New Hanover,Alamance
04/28/2020,4,20,38,33,16,11,76,179,133,155,0,2,22,1519,40,24,11,22,15,0,53,18,46,94,39,218,166,102,7,318,6,67,102,10,140,25,69,82,17,106,24,211,23,641,0,2,22,258,274,6,29,74,702,1,15,52,145,32,127,56,16,28,81,10,115,353,120,44,28,12,4,80,6,13,43,89,1,28,51,5,2,137,12,1,43,209,7,35,12,0,7,769,8,152,19,5,154,4,74,92
04/29/2020,5,20,38,32,16,11,81,194,136,159,1,2,22,1567,42,25,11,26,16,0,54,19,46,102,39,223,160,100,7,357,6,72,105,10,147,27,71,87,19,145,24,228,23,645,0,2,24,267,287,6,29,75,708,1,15,55,151,34,142,60,16,31,81,11,120,366,123,51,28,13,4,84,7,20,43,93,1,27,52,5,5,137,12,1,43,217,7,36,13,3,7,788,8,152,20,5,168,4,74,95
04/30/2020,5,21,44,32,16,11,87,219,136,177,1,3,22,1627,47,26,11,33,16,0,63,22,47,139,40,238,163,104,7,381,10,80,111,13,150,26,79,90,20,157,24,240,24,655,0,3,25,296,316,6,30,92,728,2,16,56,155,37,156,65,16,33,82,13,123,381,139,63,29,13,4,88,10,21,43,102,1,27,53,5,5,139,14,1,45,216,7,36,13,3,7,821,9,157,20,5,185,4,75,99
05/01/2020,5,22,44,34,16,11,96,245,137,195,1,3,25,1651,48,26,11,42,17,0,65,24,47,149,42,256,166,104,7,415,10,82,112,15,159,27,79,97,20,175,26,254,24,658,0,4,27,308,343,6,31,103,736,1,17,57,164,39,169,68,16,35,87,13,124,382,140,65,29,13,4,97,15,25,43,106,1,29,54,5,4,142,15,1,46,219,7,36,14,3,7,839,9,162,21,5,209,4,75,106
05/02/2020,5,21,47,34,16,13,98,266,157,201,1,3,25,1699,55,26,11,59,23,0,72,30,47,164,42,275,180,104,9,437,12,97,119,16,162,28,83,99,23,201,29,257,24,674,0,6,29,310,375,6,31,113,755,1,19,62,173,40,197,82,18,36,89,16,128,388,142,83,29,17,4,113,15,27,44,110,2,27,56,5,5,145,17,1,51,223,8,36,14,4,8,870,8,173,22,5,228,4,79,121
05/03/2020,5,21,47,36,19,13,105,267,159,201,1,3,27,1724,57,26,10,92,23,0,73,32,47,166,42,276,179,105,9,439,12,97,119,16,164,28,83,98,25,201,29,263,24,677,1,6,30,313,378,6,31,115,767,1,19,62,174,42,198,81,20,36,89,16,129,388,145,88,29,16,4,112,16,27,44,110,2,27,56,5,5,145,18,1,50,226,8,37,14,4,7,874,8,175,23,5,238,4,79,124
05/04/2020,5,21,48,36,19,13,113,271,160,203,1,3,27,1734,58,27,10,115,24,0,77,32,47,167,44,279,179,105,9,443,13,97,120,16,166,32,84,100,25,204,30,263,25,685,1,6,30,314,383,6,31,120,790,1,22,64,182,44,202,84,21,36,92,17,135,392,146,88,29,16,4,112,17,29,46,112,2,27,57,5,5,145,18,1,50,229,8,37,14,4,7,891,8,180,23,5,242,4,79,128
05/05/2020,5,21,51,44,19,14,123,287,160,210,1,3,28,1758,61,30,10,128,25,0,78,34,48,167,44,290,183,106,9,464,15,101,128,18,173,35,93,102,26,249,30,271,25,688,1,6,30,318,403,6,31,132,800,2,22,69,188,45,207,90,21,38,91,16,144,417,145,94,29,20,4,119,17,34,50,117,2,27,59,5,5,147,18,1,51,230,8,38,14,4,7,919,8,182,23,5,255,5,83,126
05/06/2020,5,21,53,43,19,14,128,308,161,213,1,3,28,1850,65,34,10,147,27,0,78,36,48,175,43,318,186,106,10,507,15,103,136,20,188,37,106,104,27,288,32,275,25,687,1,7,31,323,412,7,31,146,818,2,22,73,192,46,207,91,25,41,93,19,145,439,145,108,30,20,4,120,18,40,49,117,2,28,63,5,5,155,19,1,52,230,8,38,14,4,7,937,8,184,23,5,275,6,84,128
05/07/2020,6,22,57,50,18,14,137,332,164,216,1,3,28,1922,80,36,10,186,33,0,88,38,50,184,46,336,191,111,10,536,16,113,137,20,189,37,109,107,30,313,34,283,25,699,7,7,33,333,421,7,31,161,841,2,33,77,199,45,229,97,27,43,102,20,152,452,148,126,29,26,4,147,19,45,49,126,2,29,65,5,7,157,19,1,53,239,8,39,14,5,7,961,9,192,27,5,290,8,91,143
05/08/2020,7,24,58,52,18,14,139,353,159,218,1,3,29,1989,81,38,11,198,39,0,88,38,50,186,49,342,199,111,10,553,16,117,141,21,191,39,109,116,31,327,36,284,25,715,7,7,37,338,435,8,31,180,841,2,34,82,207,46,238,105,28,41,102,23,160,467,149,136,29,30,4,153,22,50,49,128,2,29,67,5,9,161,18,1,53,244,8,75,14,5,7,986,9,199,29,5,307,8,95,149
05/09/2020,8,24,60,55,18,15,151,369,164,224,1,3,29,2043,89,39,11,202,49,0,92,38,50,196,51,347,201,111,11,574,16,120,147,21,201,39,110,118,29,365,36,294,25,726,7,7,38,341,447,10,32,225,876,2,33,85,212,48,246,113,29,41,102,36,162,480,151,145,29,33,4,161,23,51,50,131,2,29,78,5,9,168,18,1,54,248,8,81,17,5,7,1013,9,203,30,5,317,10,96,152
05/10/2020,10,25,61,60,18,15,153,373,165,226,1,3,29,2074,90,40,11,239,54,0,100,39,50,200,54,348,202,111,11,592,16,120,151,21,205,39,111,119,29,388,40,297,25,743,9,8,38,352,455,11,35,242,886,2,34,91,217,49,268,118,29,41,104,39,165,483,151,156,29,41,4,161,23,52,50,136,2,31,79,5,9,172,18,1,53,252,8,82,17,5,7,1030,9,212,30,5,338,12,97,172
05/11/2020,10,25,61,60,18,17,155,379,167,227,1,3,29,2134,91,42,11,242,54,0,101,41,50,205,55,351,205,111,11,609,17,123,153,21,209,39,111,121,29,391,41,301,25,752,9,8,38,350,458,11,36,258,897,2,36,94,228,51,277,122,31,42,106,39,169,488,154,167,29,43,4,162,23,54,50,137,2,31,82,5,9,175,20,1,54,253,8,81,17,5,7,1048,9,214,31,5,354,12,97,178
05/12/2020,14,25,67,63,18,17,156,397,170,237,1,3,29,2148,91,43,14,243,60,0,103,41,50,212,57,368,227,114,11,626,18,123,158,21,217,40,110,129,29,429,43,310,25,755,8,8,39,356,461,11,37,266,914,2,37,94,228,49,278,124,33,43,108,38,178,492,152,170,30,45,4,168,23,60,50,146,2,32,83,5,9,176,19,1,58,259,8,81,19,5,7,1061,9,216,31,5,355,13,104,180
05/13/2020,16,25,72,67,18,17,157,449,171,250,1,3,29,2204,98,43,18,262,75,0,105,40,51,216,55,398,232,119,11,670,19,128,162,22,220,42,112,133,29,440,43,310,25,760,8,9,34,361,468,12,37,274,932,2,37,96,228,49,285,125,33,43,122,40,182,497,154,176,30,47,4,173,23,63,50,148,2,34,85,5,9,181,20,1,59,258,8,81,19,5,7,1080,9,216,31,5,369,14,112,181
05/14/2020,17,26,74,71,18,17,161,508,178,261,1,3,29,2320,100,44,20,277,80,0,116,41,53,226,72,413,243,121,12,705,19,134,166,22,228,44,113,140,32,519,46,313,26,775,8,10,41,362,490,12,40,305,932,2,40,100,235,49,293,134,34,47,126,43,185,510,153,203,31,62,4,175,25,66,51,159,2,34,90,5,11,189,21,1,63,263,8,80,20,5,7,1107,9,218,31,5,392,15,116,190
05/15/2020,17,26,76,74,17,18,164,568,181,273,1,3,29,2385,104,44,23,287,92,0,138,43,54,226,81,435,255,121,13,725,21,140,170,22,233,44,113,146,31,531,48,337,26,801,8,10,43,370,495,12,43,338,938,2,40,101,237,50,301,139,34,48,129,42,196,521,153,219,31,67,4,183,26,68,51,174,2,35,92,5,11,195,21,1,67,266,8,83,21,6,7,1143,9,222,32,5,422,15,118,195
05/16/2020,26,27,84,78,17,18,167,627,190,279,1,4,30,2504,112,45,26,405,98,0,152,43,54,228,84,463,274,121,14,776,22,148,181,24,234,45,114,146,31,531,50,352,26,819,8,11,46,372,504,14,46,368,980,2,44,106,240,51,308,147,35,56,129,44,202,525,153,232,31,75,4,187,28,70,55,191,2,35,96,5,11,201,21,1,70,269,8,87,23,6,7,1176,9,229,32,8,438,18,120,203
05/17/2020,27,27,87,83,17,18,170,651,196,282,1,4,30,2591,112,46,30,423,103,0,168,43,54,235,94,468,288,122,14,846,25,149,188,24,247,48,116,149,31,531,52,354,26,832,8,11,47,379,507,14,45,388,996,2,45,106,246,52,317,153,35,56,129,45,207,526,153,244,32,89,4,191,29,71,55,195,2,35,100,5,11,203,21,2,71,275,8,88,23,6,7,1212,9,238,31,8,455,21,120,207
05/18/2020,28,30,89,86,17,18,171,687,201,287,1,5,32,2652,115,46,36,425,109,0,176,44,55,242,127,471,293,124,14,872,26,152,192,24,259,48,117,153,31,573,53,354,26,867,10,12,48,379,512,15,46,438,1040,2,51,113,247,53,322,158,36,57,130,49,213,540,155,259,32,95,4,195,29,73,57,198,2,35,104,5,11,203,23,2,75,277,9,87,23,6,7,1239,11,246,33,8,461,21,122,215
05/19/2020,28,30,95,92,17,18,170,736,202,295,1,5,32,2717,115,48,39,448,118,1,182,45,55,251,133,500,306,129,14,904,26,160,199,24,269,50,119,156,35,600,55,365,26,879,10,12,49,389,541,14,52,462,1053,2,50,119,252,59,333,160,37,65,131,50,221,560,155,265,32,101,4,197,33,78,59,206,3,35,117,5,11,208,22,2,80,283,9,87,22,6,8,1272,12,251,34,8,469,21,134,223
05/20/2020,28,30,98,90,20,18,174,749,208,298,1,5,33,2780,121,49,39,451,123,1,183,45,60,253,135,505,314,131,14,931,26,166,202,24,276,52,119,158,35,600,56,371,26,888,10,12,50,395,543,14,55,470,1131,2,50,125,255,60,341,164,39,68,131,50,228,570,156,273,33,102,4,202,36,81,74,210,3,35,118,5,11,210,22,2,79,289,9,90,22,6,8,1307,12,256,34,8,486,23,137,229
05/21/2020,31,30,99,93,20,18,174,801,222,302,1,5,35,2894,130,52,42,456,124,1,209,45,60,271,140,524,323,137,14,962,28,173,206,25,290,54,120,160,35,643,59,373,26,910,10,12,50,406,546,14,57,508,1131,2,56,131,257,60,344,170,42,74,132,59,234,579,158,315,34,109,4,207,38,83,74,223,3,35,129,5,11,211,22,4,81,291,9,93,23,8,9,1345,13,264,34,7,502,23,140,236
05/22/2020,31,32,108,96,20,18,176,849,226,305,1,7,35,2954,132,59,42,462,128,2,246,49,63,278,142,541,332,138,14,977,35,175,212,24,305,56,125,166,35,646,60,373,26,949,10,12,54,420,564,14,62,545,1162,2,58,139,258,61,350,175,48,78,135,61,246,597,161,345,37,122,4,215,48,91,74,248,3,35,134,5,11,220,26,2,83,291,10,95,22,10,9,1389,12,275,34,9,528,23,143,246
05/23/2020,33,32,109,105,20,18,184,889,239,312,1,8,37,3142,145,65,50,472,131,2,251,52,67,289,177,559,345,141,21,1033,36,187,219,25,320,58,139,174,35,644,62,393,26,980,10,12,58,428,573,14,67,597,1230,2,64,145,269,65,362,182,52,84,137,65,254,603,161,367,42,151,4,239,54,92,81,266,3,35,142,5,11,231,28,3,94,294,9,95,23,10,11,1434,12,309,37,8,549,27,147,257
05/24/2020,35,32,113,106,20,18,190,920,240,315,1,9,39,3231,145,69,55,473,132,2,262,54,67,292,189,578,352,141,21,1049,38,192,228,25,330,58,140,178,35,663,64,394,26,1000,10,12,57,429,578,15,69,628,1262,2,65,148,272,66,364,187,52,84,138,70,257,605,164,385,45,158,4,239,54,94,81,277,3,35,146,5,11,235,26,2,97,302,9,96,23,10,11,1448,13,314,37,8,567,27,153,261
05/25/2020,34,32,115,107,20,22,190,969,247,318,1,18,51,3380,146,72,56,478,145,2,276,55,69,296,192,588,361,145,23,1073,40,197,230,25,351,60,141,182,35,670,67,408,26,1031,10,13,59,449,588,15,74,659,1312,2,65,150,275,69,372,193,54,86,140,72,264,609,171,408,50,167,4,245,54,94,83,296,3,36,152,5,11,244,26,3,98,309,9,96,23,10,11,1471,13,319,37,9,601,27,156,282
05/26/2020,34,32,115,107,20,22,190,977,254,318,1,18,51,3403,152,72,57,478,146,2,277,55,69,299,192,590,361,146,23,1092,40,201,230,25,361,60,141,184,35,674,67,408,26,1031,10,13,61,449,588,15,76,670,1333,2,66,152,276,72,372,193,56,88,141,72,267,612,171,409,53,168,4,250,54,94,88,296,3,36,153,5,11,249,26,3,98,311,9,96,23,10,11,1478,13,321,38,9,613,27,156,282
05/27/2020,34,33,115,110,20,22,190,1022,258,324,1,18,52,3478,153,73,58,483,149,2,279,55,73,304,192,600,361,151,24,1143,42,214,236,26,365,61,150,184,35,737,69,417,27,1045,10,14,59,449,588,16,79,707,1359,2,66,151,278,72,376,194,61,93,144,74,267,613,174,408,54,173,4,266,54,94,90,337,3,36,167,5,13,250,26,3,98,314,9,100,23,10,11,1523,14,325,39,9,624,28,164,282
05/28/2020,34,33,118,120,20,22,190,1081,269,326,1,19,52,3605,162,76,60,486,154,2,303,57,78,314,192,622,368,154,24,1173,43,222,239,26,408,63,174,185,35,786,78,417,27,1054,12,14,63,455,595,16,82,719,1411,2,68,159,281,72,396,197,62,104,143,74,273,620,174,412,55,187,4,297,57,94,90,338,3,36,175,5,13,251,26,3,98,320,9,102,23,10,12,1604,15,331,44,9,639,30,167,293
05/29/2020,36,33,119,127,20,22,190,1179,277,333,1,47,53,3837,162,86,65,492,162,2,310,58,79,320,192,658,385,157,23,1195,46,232,244,29,428,67,195,193,35,786,84,439,27,1088,14,14,63,460,610,17,87,750,1525,2,70,164,285,89,413,209,65,110,144,75,286,630,176,429,57,197,4,296,58,95,95,372,3,36,189,5,13,261,26,3,100,326,9,104,24,11,12,1661,15,338,45,12,651,30,180,307
05/30/2020,36,34,122,132,20,22,197,1253,294,338,1,62,64,4028,163,92,66,494,166,2,323,60,89,327,204,682,398,159,23,1227,46,239,254,32,440,67,201,201,36,786,84,439,27,1112,14,15,64,478,630,17,90,794,1552,2,77,176,287,117,432,215,70,123,147,75,295,640,182,462,72,201,4,310,62,100,103,390,3,36,199,5,13,276,26,3,108,340,10,105,24,13,13,1713,19,347,48,12,659,33,189,329
05/31/2020,37,34,122,138,20,22,200,1347,306,344,1,70,73,4250,163,94,67,497,171,2,335,61,90,335,204,691,413,159,23,1264,46,240,259,32,456,69,205,204,37,824,85,442,29,1138,14,16,65,488,634,17,98,831,1619,2,78,180,288,120,455,216,72,128,147,80,304,658,182,479,78,214,4,317,63,101,105,404,3,36,211,5,13,281,26,3,110,348,10,105,24,13,13,1747,23,356,48,14,664,33,195,349
06/01/2020,37,34,122,155,20,22,201,1383,307,346,1,84,76,4412,165,97,69,500,177,2,346,87,94,335,209,696,430,159,23,1288,48,243,264,34,466,70,207,206,37,824,86,466,30,1161,15,17,65,497,637,17,103,846,1660,2,79,182,292,128,460,217,73,128,148,83,313,673,186,499,82,218,4,323,63,105,107,418,3,36,217,5,14,286,26,3,110,357,10,105,24,13,14,1773,23,359,50,14,671,35,197,364
06/02/2020,36,36,125,157,20,22,208,1434,309,351,1,89,82,4519,163,100,69,500,181,2,354,93,99,337,210,708,434,162,23,1352,49,248,273,34,494,72,221,210,37,824,86,466,30,1179,15,18,66,498,638,17,105,870,1706,2,81,183,297,128,466,217,73,132,155,81,316,675,186,499,86,224,4,322,64,104,121,436,3,36,229,5,14,288,26,3,112,360,10,110,25,13,14,1878,27,363,50,15,678,38,203,368
06/03/2020,36,36,126,160,20,22,210,1486,315,351,1,89,73,4670,170,102,75,500,196,2,361,94,102,340,210,721,446,167,23,1415,53,255,280,36,513,78,235,213,39,905,87,533,32,1188,15,18,68,500,660,17,105,890,1774,2,81,187,306,132,481,219,73,141,156,82,321,703,188,509,92,231,4,337,70,106,121,474,3,36,241,5,14,297,26,4,114,364,10,112,25,21,15,1901,31,370,54,14,697,38,210,382
06/04/2020,39,39,127,172,21,22,214,1560,321,353,1,98,77,4842,171,103,79,502,203,2,374,94,104,349,216,733,477,169,23,1498,55,259,289,36,552,87,241,218,43,929,89,533,32,1212,15,22,68,521,677,17,107,915,1921,2,84,194,309,130,490,220,73,142,155,91,326,716,188,531,96,251,4,344,72,132,141,497,3,37,258,5,15,301,26,3,117,370,10,115,25,21,15,2051,35,403,55,16,730,38,220,398
06/05/2020,39,41,129,183,21,22,215,1660,348,365,2,119,86,5057,180,106,81,504,208,3,382,94,108,355,218,744,500,179,23,1574,55,262,301,38,582,93,248,223,45,945,90,562,32,1240,16,24,70,536,690,17,110,943,1921,4,88,197,318,133,504,227,74,149,153,98,332,729,196,553,103,269,4,351,82,143,144,508,3,39,267,5,15,320,26,3,120,377,10,117,26,22,16,2133,37,413,57,17,751,38,230,427
06/06/2020,40,41,133,196,21,22,221,1721,462,368,2,120,95,5358,182,113,83,507,215,3,389,96,113,361,223,768,505,185,24,1574,59,271,325,44,601,101,253,228,47,945,95,567,32,1268,21,28,71,571,720,17,115,976,2067,4,92,200,330,134,515,233,77,155,155,103,382,739,196,571,115,273,4,364,89,153,149,540,3,39,284,5,15,347,26,3,121,388,10,119,26,25,16,2186,38,426,57,14,779,43,252,451
06/07/2020,40,41,134,201,22,22,228,1774,501,372,2,121,100,5509,184,115,85,509,216,3,396,96,121,368,232,775,511,185,24,1614,59,278,332,47,620,100,259,236,47,945,97,575,32,1306,21,28,72,588,723,17,117,1006,2114,4,95,201,333,135,530,235,76,160,156,108,394,761,198,597,118,274,4,366,89,162,155,547,3,39,293,5,15,364,26,3,134,398,12,117,26,25,16,2255,40,443,58,14,792,43,259,465
06/08/2020,40,41,134,204,22,25,229,1816,513,388,2,146,101,5682,184,116,86,511,217,4,399,97,121,373,237,781,520,190,24,1671,60,278,348,50,648,105,257,242,48,983,98,604,32,1335,21,29,74,599,733,17,119,1047,2180,4,104,203,337,135,534,241,76,165,156,113,397,772,200,621,117,279,4,370,93,165,171,567,3,40,300,6,15,366,26,3,134,405,13,114,25,23,16,2325,41,445,61,14,801,43,263,494
06/09/2020,41,43,134,214,22,23,230,1874,557,388,2,157,101,5744,184,115,89,513,221,6,401,97,127,374,238,798,529,193,24,1779,63,283,354,55,669,106,259,244,48,1001,98,604,32,1337,21,30,78,612,745,17,122,1062,2227,5,106,209,345,138,541,254,78,164,158,115,404,784,200,626,119,292,4,375,110,163,178,584,3,40,310,8,15,368,26,3,136,408,13,115,25,23,16,2440,39,452,63,13,809,43,269,519
06/10/2020,42,43,134,219,21,22,231,1910,610,403,2,158,106,5861,188,118,89,513,225,6,408,98,127,379,241,811,544,197,24,1853,63,288,363,55,677,108,266,248,51,1001,99,616,32,1367,23,30,78,614,749,18,126,1072,2307,6,106,217,352,140,554,261,78,170,160,117,416,801,202,627,124,294,4,377,113,164,196,595,3,42,326,8,15,392,26,3,136,415,13,120,26,32,16,2541,39,456,65,13,842,43,281,544
06/11/2020,42,45,135,228,26,22,233,1967,624,403,2,159,121,6155,190,123,90,516,225,6,417,101,134,388,243,828,556,202,24,1891,63,291,378,55,699,113,278,255,51,1001,102,656,32,1403,23,30,81,641,759,19,131,1096,2473,6,107,224,363,140,561,266,82,172,162,122,432,830,202,642,130,300,4,390,118,173,203,656,3,43,341,8,15,406,26,4,145,427,14,125,28,33,16,2723,37,464,70,15,866,43,291,581
06/12/2020,43,49,134,238,30,22,235,2051,646,433,2,178,129,6538,196,124,91,530,228,6,426,100,143,404,256,855,589,209,23,1941,63,296,404,59,804,118,285,262,53,1001,104,690,33,1448,23,30,83,670,780,19,132,1130,2563,6,117,229,381,143,574,277,88,185,163,123,451,855,221,702,144,315,5,403,125,186,207,669,3,45,371,8,15,452,26,4,149,440,15,128,29,37,16,2783,38,473,72,15,882,46,311,641
06/13/2020,43,51,134,240,30,22,244,2128,657,433,2,185,142,6862,201,130,92,542,233,6,439,101,152,415,255,874,620,221,24,1983,65,298,419,57,804,125,298,277,55,1001,107,690,34,1467,24,30,85,686,784,19,134,1150,2647,6,116,238,391,149,581,286,94,198,165,129,464,862,221,728,150,327,5,408,129,188,221,706,6,46,399,9,16,484,26,5,156,453,15,131,29,39,16,2984,43,496,73,16,908,48,334,700
06/14/2020,43,50,134,248,30,23,253,2204,668,441,3,217,151,7131,209,135,94,542,239,6,449,102,159,419,264,888,643,230,24,2032,65,299,441,58,849,138,317,282,55,1001,107,717,35,1512,26,30,86,711,808,19,139,1182,2695,6,118,239,408,150,590,291,96,204,166,140,481,888,226,760,163,333,5,417,133,194,233,716,6,46,417,9,16,515,27,5,159,474,15,131,29,39,17,3021,43,507,79,16,921,49,356,742
06/15/2020,43,51,134,249,30,24,252,2250,680,455,3,231,159,7321,211,137,95,544,248,6,456,103,159,427,276,895,655,231,24,2061,65,300,446,58,903,140,318,292,55,1091,111,733,35,1533,27,30,87,716,808,19,142,1213,2800,6,122,239,411,151,596,298,100,210,169,143,493,912,228,779,164,339,5,415,133,196,243,726,6,47,435,9,16,525,27,5,160,478,15,131,29,39,17,3111,44,518,79,16,927,50,385,778
06/16/2020,43,52,134,252,30,24,254,2283,688,458,3,237,163,7468,215,141,95,547,251,6,461,104,164,429,275,904,664,232,25,2148,65,303,454,59,935,148,319,294,55,1127,114,754,34,1535,29,30,89,729,813,19,144,1228,2800,6,124,241,417,152,604,303,101,211,171,143,500,929,228,783,167,342,5,417,136,199,263,751,7,48,452,9,16,549,26,5,166,479,15,131,30,38,17,3235,41,524,82,18,947,49,405,796
06/17/2020,43,53,135,258,30,27,256,2333,693,463,3,236,168,7563,215,147,96,550,255,6,464,106,180,432,280,935,678,237,24,2194,67,308,475,61,972,157,320,301,56,1127,114,764,35,1540,31,30,91,746,821,19,145,1231,2945,6,128,241,422,152,606,305,101,218,171,145,502,950,233,791,174,346,5,421,134,214,273,838,7,47,465,9,16,576,26,5,178,487,15,147,30,38,17,3373,41,527,83,19,969,51,414,810
06/18/2020,44,55,135,273,31,27,257,2372,701,471,3,235,172,7804,221,150,98,551,259,6,478,110,189,446,283,948,691,244,25,2244,69,312,479,64,1000,164,335,311,61,1127,113,802,35,1565,33,30,91,773,841,19,152,1257,3004,6,132,244,435,153,625,316,103,229,174,149,507,957,233,802,180,353,5,434,142,220,301,872,9,49,485,9,17,621,26,5,180,497,15,152,30,38,17,3507,43,545,86,23,997,56,449,838
06/19/2020,45,54,136,296,32,27,262,2463,713,480,3,243,174,8166,223,157,101,554,269,8,484,112,202,452,292,965,725,259,25,2320,71,319,523,65,1037,172,337,323,63,1127,120,867,35,1587,35,30,95,805,848,19,154,1279,3063,6,134,253,457,153,634,324,106,234,176,165,528,978,241,835,195,370,5,437,144,232,316,882,12,51,519,9,17,671,26,5,188,506,16,153,30,38,18,3579,43,556,88,24,1013,59,489,883
06/20/2020,47,55,136,304,32,27,268,2497,723,491,6,247,185,8511,228,163,102,554,272,7,494,113,213,460,300,988,729,264,25,2352,70,323,529,66,1058,178,355,341,63,1127,123,876,37,1622,35,30,96,835,860,19,155,1317,3151,6,140,259,486,154,698,329,111,245,173,162,553,995,242,865,208,378,5,441,146,262,339,895,16,52,538,9,16,705,26,6,206,522,15,155,30,40,19,3833,45,594,91,25,1032,60,535,919
06/21/2020,47,57,136,314,32,27,273,2524,735,497,6,252,197,8752,233,166,105,555,280,8,501,116,225,461,310,1008,735,280,25,2402,70,326,540,71,1111,186,370,348,65,1127,123,920,37,1643,35,30,102,869,882,19,156,1332,3196,6,144,265,499,156,717,342,112,246,175,166,561,1022,255,877,234,382,5,452,148,307,353,911,19,53,552,9,16,737,28,6,211,538,15,163,30,40,19,3884,47,603,92,25,1054,65,557,939
06/22/2020,47,59,136,315,32,27,274,2575,738,514,6,252,196,8956,234,170,109,555,281,8,504,115,227,464,312,1014,759,284,25,2434,71,326,569,71,1178,189,371,352,65,1127,123,971,37,1658,35,30,106,883,881,19,158,1345,3212,6,147,266,504,156,718,337,113,252,175,177,567,1025,263,894,277,386,5,453,148,310,357,912,19,57,560,9,16,771,28,6,213,548,17,164,30,40,19,4086,49,610,92,26,1058,66,563,946
06/23/2020,49,61,137,322,32,27,276,2615,742,514,6,256,202,9086,233,173,110,557,282,8,509,121,239,471,318,1031,772,287,25,2482,71,330,575,77,1208,196,377,357,67,1185,124,971,36,1673,35,30,107,888,890,19,161,1355,3340,6,151,266,515,156,716,343,117,253,177,177,579,1038,263,907,282,392,5,462,150,321,380,918,22,59,570,9,16,803,29,7,215,546,16,168,30,40,19,4211,50,615,92,26,1068,68,587,969
06/24/2020,49,61,138,328,32,29,284,2679,755,540,6,259,206,9333,242,173,112,560,286,8,514,122,242,484,328,1053,797,295,26,2527,74,332,593,78,1248,199,377,378,67,1185,129,1032,37,1703,37,31,108,912,901,19,163,1369,3402,8,159,272,536,156,731,344,119,260,178,187,602,1076,269,932,298,413,6,475,154,333,403,934,23,61,600,9,16,837,29,8,224,568,16,172,32,50,19,4333,51,633,97,26,1077,73,626,994
06/25/2020,50,62,139,335,32,32,290,2715,767,540,6,262,208,9614,246,179,115,561,293,8,519,125,248,492,332,1065,831,301,26,2586,75,337,624,83,1284,208,396,380,67,1185,130,1042,37,1712,43,31,115,936,910,19,169,1373,3479,8,160,281,553,157,741,348,121,269,177,213,611,1090,269,947,308,418,7,486,154,341,419,954,23,64,641,9,16,869,29,9,229,578,18,172,32,50,19,4469,51,644,96,26,1090,76,673,1009
06/26/2020,51,66,140,348,33,36,298,2788,771,558,6,263,213,9944,252,194,121,564,299,8,528,128,257,494,338,1087,868,309,26,2645,79,341,672,89,1344,220,409,384,68,1185,132,1114,37,1724,44,31,119,978,916,19,177,1398,3532,9,164,284,581,157,754,352,122,274,179,221,638,1129,281,973,315,437,8,490,155,344,445,983,23,67,660,9,16,912,32,9,243,593,18,180,32,50,19,4668,52,661,100,25,1116,79,717,1032
06/27/2020,52,74,141,358,33,42,302,2871,779,558,9,266,220,10287,256,210,124,567,306,9,536,134,268,502,350,1101,908,326,26,2690,86,352,707,91,1346,232,421,403,68,1185,133,1123,38,1740,43,31,121,1021,924,22,183,1422,3532,9,172,291,598,160,770,358,120,284,179,222,650,1139,281,986,340,444,8,492,157,349,466,1000,24,70,686,9,18,972,32,11,249,616,18,198,36,51,20,4797,58,674,103,27,1137,84,750,1066
06/28/2020,52,77,141,398,33,43,309,2935,786,569,10,277,222,10592,273,218,125,570,322,9,547,135,277,513,354,1142,925,332,27,2743,88,357,731,96,1393,240,439,437,72,1185,134,1151,38,1767,43,31,125,1064,936,24,188,1438,3571,9,174,298,615,160,798,363,120,298,180,235,660,1163,281,1018,359,451,8,499,159,357,482,1016,24,76,720,9,18,1004,35,12,258,635,19,204,36,51,21,4838,65,682,104,29,1149,84,810,1088
06/29/2020,52,80,145,411,33,48,313,2978,788,606,11,280,226,10863,276,223,125,576,330,9,574,135,283,517,365,1157,936,338,28,2775,89,361,748,105,1475,246,450,461,73,1185,136,1190,38,1795,43,31,126,1105,947,24,193,1460,3679,9,174,306,621,161,821,367,128,305,180,243,679,1183,306,1030,373,464,9,501,159,366,499,1022,26,84,759,9,19,1041,35,13,270,651,19,204,36,52,22,5001,67,696,107,30,1155,87,840,1114
