date,Alpena,Arenac,Branch,Charlevoix,Delta,Dickinson,Emmet,Gladwin,Grand Traverse,Iosco,Jackson,Kent,Keweenaw,Livingston,Mecosta,Midland,Otsego,Ottawa,Roscommon,Sanilac,Tuscola,Washtenaw,Wayne,Baraga,Barry,Benzie,Clare,Eaton,Lake,Lapeer,Luce,Macomb,Mason,Montcalm,Montmorency,Oceana,Ogemaw,St. Clair,Alger,Allegan,Bay,Berrien,Cheboygan,Genesee,Gogebic,Gratiot,Houghton,Huron,Ingham,Ionia,Isabella,Kalkaska,Lenawee,Muskegon,Oakland,Ontonagon,Schoolcraft,St. Joseph,Unknown,Antrim,Calhoun,Cass,Chippewa,Clinton,Crawford,Hillsdale,Kalamazoo,Leelanau,Mackinac,Marquette,Menominee,Missaukee,Monroe,Osceola,Oscoda,Presque Isle,Wexford,Iron,Manistee,Newaygo,Van Buren,Shiawassee,Saginaw,Alcona
06/17/2020,115,38,1031,25,21,7,27,20,41,112,2054,4497,1,574,26,153,131,947,25,44,230,2085,21920,1,92,5,25,261,7,522,4,7341,38,83,5,119,32,521,2,288,378,891,26,2596,5,97,8,60,825,186,99,31,927,748,11384,0,4,200,150,14,495,118,5,191,65,182,969,12,8,59,9,24,570,22,8,12,21,3,24,130,210,265,1172,21
06/18/2020,115,38,1032,25,21,7,28,23,41,112,2055,4532,1,576,27,153,131,949,25,44,246,2085,21964,1,93,5,25,263,7,533,4,7351,40,83,5,145,32,521,2,291,379,906,26,2605,5,98,8,60,825,192,102,31,927,759,11425,0,4,204,155,14,501,119,4,193,65,182,977,12,8,59,9,24,571,25,9,12,21,4,24,131,212,266,1175,21
06/19/2020,115,38,1040,25,21,7,27,23,43,112,2055,4557,1,582,27,156,131,966,26,44,246,2110,22018,1,94,5,26,265,7,534,4,7362,40,83,5,163,32,525,2,292,379,911,26,2619,6,98,8,60,831,192,106,31,927,768,11485,0,4,210,161,14,503,119,4,195,66,183,984,12,8,61,9,24,575,25,9,12,22,4,26,131,213,265,1183,21
06/20/2020,115,38,1043,25,21,7,27,23,43,112,2056,4581,1,582,28,158,131,966,26,44,246,2110,22108,1,93,5,26,267,7,535,4,7385,41,85,5,173,32,525,2,297,378,915,26,2625,6,99,9,60,837,194,109,31,926,775,11667,0,4,215,168,16,503,121,4,199,66,183,995,12,8,61,9,24,576,27,9,12,22,4,27,134,215,265,1190,21
06/21/2020,115,38,1043,25,21,7,27,23,43,112,2056,4596,1,582,29,159,131,966,26,44,246,2110,22162,1,94,5,27,269,7,535,4,7391,41,85,5,176,32,525,2,299,378,915,26,2631,6,99,9,63,845,194,112,31,927,784,11685,0,4,219,166,16,504,122,4,201,66,183,996,12,8,62,9,24,576,27,9,12,22,4,27,139,216,265,1194,21
06/22/2020,116,38,1043,25,21,7,27,26,44,112,2055,4609,1,591,29,159,132,983,26,44,248,2126,22203,1,95,5,27,271,7,557,4,7404,41,85,5,186,32,530,2,301,379,915,26,2634,6,99,11,63,859,196,113,31,927,786,11740,0,4,228,168,16,506,124,4,201,66,183,996,12,8,63,9,24,581,26,9,12,22,4,27,142,217,265,1203,21
06/23/2020,116,38,1043,25,21,7,27,26,44,112,2056,4634,1,594,28,160,132,984,26,44,229,2130,22268,1,95,5,27,274,7,559,4,7414,42,85,5,199,32,530,2,301,379,918,26,2640,6,99,11,63,867,195,116,31,926,790,11791,0,4,232,182,16,507,126,4,204,66,184,1002,12,8,63,9,24,580,26,10,12,22,4,28,145,217,265,1215,21
06/24/2020,116,38,1047,25,21,7,28,26,44,112,2056,4672,1,596,28,160,133,988,26,44,229,2136,22347,1,96,6,27,287,7,565,4,7430,43,85,5,210,32,534,2,303,381,918,26,2668,6,99,11,64,896,195,120,31,928,793,11805,0,4,242,183,16,514,126,4,205,68,187,1017,12,8,63,11,24,583,25,12,12,22,4,28,151,221,265,1225,21
06/25/2020,117,38,1047,29,22,7,27,26,44,112,2056,4723,1,599,29,161,133,996,26,44,229,2142,22476,1,95,6,27,297,7,567,4,7464,43,85,5,222,32,538,2,301,383,922,27,2669,6,98,11,64,916,197,120,31,933,796,11826,0,4,255,192,18,517,131,4,207,68,192,1042,20,8,63,14,24,591,25,14,12,23,5,28,162,224,268,1248,21
06/26/2020,117,38,1047,29,21,7,27,26,46,112,2080,4783,1,602,29,160,133,1010,26,44,233,2151,22503,4,95,7,27,306,7,585,4,7492,43,87,5,235,32,543,2,302,385,923,27,2682,6,98,11,64,954,196,121,32,936,806,11843,0,4,262,153,18,523,134,4,214,68,191,1048,20,8,64,14,26,597,26,15,12,23,5,28,163,224,268,1255,21
06/27/2020,117,38,1048,29,21,7,27,26,46,112,2082,4822,1,602,29,160,133,1020,26,44,233,2151,22603,4,96,7,27,311,7,595,4,7511,45,88,5,249,32,547,3,303,386,928,28,2683,7,98,11,65,980,197,121,32,938,806,11886,0,4,276,156,18,523,134,4,215,68,192,1055,16,8,64,15,28,602,26,14,12,24,5,28,163,224,269,1261,21
06/28/2020,118,39,1050,29,21,7,27,26,46,112,2082,4855,1,602,29,164,133,1023,26,44,233,2151,22645,4,97,7,27,314,7,595,4,7537,45,88,5,263,32,549,3,306,386,933,27,2690,7,98,11,65,992,197,122,32,939,807,11916,0,4,289,159,18,526,136,6,217,68,193,1063,16,8,64,16,28,603,27,16,12,25,5,28,163,225,269,1269,21
06/29/2020,119,38,1050,29,21,7,27,26,51,113,2085,4868,1,617,29,164,133,1026,26,46,234,2180,22686,5,98,9,27,319,7,598,4,7557,46,89,5,280,33,553,3,308,387,942,27,2715,7,98,11,65,1002,198,122,32,943,811,11942,0,4,307,161,18,532,139,6,220,71,194,1069,16,8,64,16,29,606,29,16,12,25,5,30,165,226,272,1276,21
06/30/2020,120,38,1050,30,23,7,27,27,53,113,2093,4906,1,620,29,166,133,1048,26,47,232,2192,22791,5,102,12,28,327,8,599,4,7599,51,90,5,287,33,560,3,312,392,942,27,2734,7,98,11,65,1019,199,123,33,949,815,12017,0,4,320,164,18,536,145,11,223,70,194,1084,17,9,64,16,29,617,29,18,12,32,5,31,167,225,273,1287,22
07/01/2020,122,39,1050,30,24,7,29,27,53,114,2101,4951,1,628,29,169,133,1064,28,49,232,2204,22879,5,103,10,28,331,8,602,4,7668,53,93,5,292,33,561,4,317,392,962,27,2743,7,98,12,66,1042,199,127,34,950,821,12051,0,4,327,167,19,539,149,12,226,70,194,1089,19,9,65,16,29,618,29,20,13,32,5,31,169,230,273,1293,21
07/02/2020,122,38,1050,30,26,7,29,27,53,116,2105,5070,1,633,29,169,134,1081,28,51,232,2217,23015,5,106,10,29,320,9,607,4,7709,57,98,5,307,34,572,4,325,396,963,27,2766,7,98,14,66,1054,200,128,34,956,827,12108,0,4,336,172,20,550,152,12,236,70,197,1093,19,9,70,16,29,619,30,21,13,33,6,31,176,231,276,1302,22
07/03/2020,123,38,1053,30,27,9,29,27,55,118,2128,5165,1,632,30,171,134,1096,28,50,233,2217,23078,5,108,10,30,328,9,608,4,7742,58,100,5,320,35,579,4,328,401,963,27,2789,7,99,16,66,1070,203,129,35,964,842,12160,0,5,339,153,21,557,156,13,241,70,197,1103,19,9,71,21,29,626,30,21,13,34,6,33,177,232,276,1316,22
07/04/2020,123,38,1053,30,27,10,30,27,56,118,2131,5226,1,633,31,171,134,1116,28,50,233,2217,23147,5,111,10,31,335,10,611,4,7761,61,104,5,342,37,586,4,331,403,980,27,2797,7,99,18,66,1085,207,131,36,966,850,12208,1,5,340,153,22,558,160,13,247,70,199,1108,24,9,71,21,30,629,33,21,13,46,6,35,179,234,277,1318,22
07/05/2020,123,38,1053,30,27,10,35,27,64,118,2131,5272,1,633,32,172,134,1138,28,50,233,2217,23206,5,115,10,31,336,12,611,4,7781,61,110,5,345,38,590,4,333,404,990,27,2816,7,100,19,66,1092,207,135,39,968,858,12233,1,6,349,154,23,559,164,14,250,70,199,1110,26,9,73,22,33,633,35,21,13,50,6,37,180,235,278,1331,22
07/06/2020,123,38,1053,33,27,14,31,27,71,118,2136,5308,1,644,32,172,135,1148,28,51,235,2276,23283,5,119,11,31,338,12,615,4,7820,65,111,5,347,39,590,4,338,405,991,28,2829,10,101,20,66,1095,210,136,41,968,861,12254,1,6,352,155,23,562,164,14,253,70,201,1112,27,9,76,24,34,641,39,21,13,51,6,37,182,235,278,1342,22
07/07/2020,123,38,1053,33,27,15,32,27,71,118,2136,5386,1,649,32,172,135,1171,29,54,238,2294,23459,5,120,11,30,347,12,615,4,7865,66,113,5,354,42,593,4,346,407,1006,28,2837,11,102,20,68,1114,209,135,41,969,867,12320,1,6,358,155,23,576,172,15,263,81,202,1131,27,9,83,25,33,647,41,21,14,53,6,37,182,246,278,1345,22
07/08/2020,123,38,1058,33,27,16,33,28,75,118,2140,5462,1,652,32,173,135,1196,29,55,241,2321,23621,5,121,11,32,348,11,616,4,7891,70,120,5,365,44,599,4,353,410,1017,27,2860,11,106,21,69,1129,209,139,41,982,877,12408,1,7,361,155,24,583,177,15,271,81,203,1156,30,9,84,29,34,653,42,22,13,55,6,37,184,256,280,1358,22
07/09/2020,123,38,1059,34,30,16,35,27,78,120,2143,5581,1,656,34,178,135,1220,29,55,243,2340,23725,5,123,11,32,348,12,620,4,7930,72,122,5,372,45,602,4,358,415,1030,27,2870,11,111,27,73,1142,209,146,41,988,881,12488,1,7,368,153,24,594,179,17,279,81,206,1172,32,9,85,32,34,656,44,22,13,55,6,37,189,257,283,1364,24
07/10/2020,123,38,1059,34,30,18,38,27,83,121,2148,5681,1,657,36,182,135,1250,30,56,242,2381,23835,5,130,11,32,349,12,622,4,7979,73,124,6,384,46,607,4,362,418,1046,27,2882,11,111,27,73,1153,211,152,42,993,907,12568,1,7,376,148,24,598,182,19,282,82,205,1194,35,9,86,39,36,655,45,22,13,57,6,37,192,263,283,1375,24
