date,Baxter,Benton,Columbia,Crittenden,Faulkner,Garland,Grant,Hempstead,Johnson,Lincoln,Little River,Lonoke,Marion,Nevada,Newton,Perry,Pulaski,Sevier,Van Buren,Carroll,Chicot,Clay,Cleveland,Cross,Dallas,Desha,Greene,Howard,Lawrence,Lee,Miller,Montgomery,Ouachita,Pike,Prairie,Saline,Sharp,St. Francis,Stone,Yell,Conway,Fulton,Hot Spring,Independence,Jackson,Madison,Mississippi,Poinsett,Polk,Sebastian,Union,Washington,White,Woodruff,Boone,Bradley,Calhoun,Clark,Crawford,Drew,Franklin,Jefferson,Lafayette,Logan,Monroe,Phillips,Pope,Randolph,Scott,Searcy,Unknown,Ashley,Craighead,Cleburne,Izard,Arkansas
06/27/2020,18,2573,74,696,409,214,34,47,207,1036,38,127,4,101,5,27,1810,652,34,161,120,52,25,85,7,42,112,76,99,626,107,4,19,8,20,246,53,809,13,534,44,12,420,51,26,175,149,56,70,378,245,3238,82,6,22,42,0,55,135,53,16,680,15,46,12,127,402,46,10,7,733,68,436,83,20,26
06/28/2020,20,2623,84,731,437,237,34,48,210,1037,38,132,4,101,5,29,1862,661,34,166,120,54,25,85,9,44,114,82,99,628,111,4,21,8,20,250,53,810,13,582,47,12,423,54,27,188,157,57,72,435,245,3320,84,6,22,42,0,56,148,63,17,683,16,46,12,132,414,46,10,7,712,68,442,84,20,26
06/29/2020,20,2679,84,737,453,240,40,50,211,1038,38,134,4,101,5,29,1916,693,34,169,129,54,25,85,10,45,114,86,99,641,114,4,20,8,20,261,53,811,14,591,48,12,428,55,27,190,161,57,74,457,247,3417,85,6,22,51,0,56,155,64,18,693,16,45,12,140,416,47,11,7,731,70,447,85,20,28
06/30/2020,20,2723,83,746,477,248,40,50,227,1038,38,138,6,101,5,29,2036,700,35,168,134,54,25,85,10,47,114,89,99,651,114,4,20,8,20,275,53,812,14,616,55,12,426,55,27,192,168,58,74,468,248,3578,86,6,26,52,0,56,159,65,21,700,18,46,12,142,433,48,11,7,721,71,451,85,20,28
07/01/2020,20,2752,84,749,492,253,41,50,236,1040,38,144,6,102,6,32,2080,706,33,168,139,59,26,86,10,47,119,94,100,746,118,5,20,7,21,292,53,814,14,644,60,15,429,55,27,194,180,59,75,476,249,3634,87,6,27,52,0,57,166,65,21,706,19,46,13,143,442,50,12,7,706,74,453,92,23,31
07/02/2020,24,2834,84,759,529,267,44,56,251,1041,40,158,11,104,6,33,2183,717,33,172,150,62,27,88,10,52,119,96,102,755,122,5,20,9,21,311,54,818,17,658,61,15,580,59,28,197,185,61,75,533,250,3766,92,7,28,52,1,57,190,69,26,720,19,49,15,149,451,53,12,7,737,77,458,101,23,30
07/03/2020,24,2917,85,765,545,271,44,57,253,1041,40,162,11,104,7,34,2258,726,33,187,154,64,27,88,10,54,121,98,102,761,126,5,20,9,21,319,57,863,17,668,66,15,582,61,31,198,194,61,75,548,252,3853,92,7,29,52,1,58,196,70,26,726,21,53,16,155,468,53,12,12,783,78,467,102,23,38
07/04/2020,24,2961,89,766,564,277,45,60,269,1041,40,164,12,104,8,35,2345,732,33,187,159,65,29,88,10,59,121,100,102,798,129,5,21,10,21,337,58,881,18,680,69,15,583,60,32,200,202,61,76,577,252,3932,93,8,29,56,2,58,208,73,26,737,21,58,16,155,476,54,12,12,887,80,472,110,23,37
07/05/2020,24,3000,90,766,593,285,46,63,271,1043,40,167,12,104,7,34,2425,743,33,190,180,66,29,89,10,64,122,101,103,803,220,5,21,10,22,353,58,883,19,707,72,15,583,60,32,206,214,62,77,602,252,4050,96,8,30,56,2,58,215,76,27,752,21,61,16,155,495,55,12,12,907,83,480,111,23,37
07/06/2020,25,3043,90,783,612,288,50,64,271,1043,40,171,12,104,7,34,2472,748,34,195,183,70,29,90,10,65,124,102,103,803,228,6,22,10,22,359,58,892,19,745,74,15,584,61,33,203,224,63,80,622,253,4137,98,8,30,56,2,59,216,77,27,761,22,61,17,156,500,56,14,12,965,84,482,115,23,37
07/07/2020,25,3095,90,786,622,293,51,65,281,1044,40,178,12,104,7,34,2522,758,34,197,183,71,30,90,10,66,128,106,103,805,232,7,25,11,22,375,56,893,19,750,77,16,587,60,35,211,225,63,80,634,256,4171,101,8,30,55,2,59,218,79,27,774,22,62,17,159,516,56,14,12,914,84,485,117,25,41
07/08/2020,25,3164,100,799,648,300,51,69,307,1044,40,180,12,106,7,32,2611,769,36,200,189,73,31,90,11,66,134,115,107,815,233,7,28,12,25,399,58,894,19,783,82,16,649,61,37,214,265,64,81,649,264,4266,107,8,30,56,2,61,227,80,27,784,23,64,17,160,562,59,14,13,945,83,498,119,24,46
07/09/2020,26,3270,103,815,701,303,51,70,339,1046,40,182,12,107,7,32,2713,781,36,212,201,77,32,93,10,71,141,121,111,817,237,8,29,19,26,420,61,898,19,799,84,17,743,66,39,214,275,64,84,705,266,4309,115,10,42,58,2,66,247,85,28,808,24,65,19,165,585,61,16,16,935,90,514,124,24,51
07/10/2020,28,3355,105,817,727,311,52,70,351,1048,40,189,12,108,8,33,2810,788,36,220,207,78,31,94,10,75,145,131,112,818,241,8,32,20,28,433,62,901,19,822,86,17,887,66,38,215,290,69,86,747,267,4344,121,10,45,69,2,70,260,85,28,831,24,72,19,171,626,64,16,16,966,93,524,128,24,52
