date,Calaveras,Fresno,Humboldt,Inyo,Lassen,Marin,Modoc,San Benito,San Joaquin,Santa Cruz,Sonoma,Sutter,Amador,Butte,Del Norte,Imperial,Kern,Monterey,Napa,Nevada,Sacramento,San Diego,San Francisco,San Luis Obispo,Siskiyou,Tulare,Tuolumne,Yuba,Alameda,Colusa,Contra Costa,Kings,Los Angeles,Madera,Mendocino,Merced,Mono,Orange,Riverside,San Bernardino,Santa Barbara,Solano,Tehama,Trinity,Ventura,Yolo,El Dorado,Glenn,Lake,Mariposa,Placer,Plumas,San Mateo,Santa Clara,Shasta,Sierra,Stanislaus,Unknown,Alpine
06/15/2020,26,2706,106,23,9,751,0,129,1716,257,765,88,10,82,47,4298,3377,995,191,55,1793,9673,2955,347,18,2664,9,36,4394,7,1983,1831,73791,226,45,409,37,8759,11285,7515,2049,690,17,3,1633,255,117,32,34,17,390,4,2571,3230,51,1,1159,0,1
06/16/2020,26,2788,107,23,9,805,0,136,1749,260,774,89,11,88,48,4389,3462,1015,200,57,1824,9793,2974,356,20,2798,9,37,4502,7,2026,1870,75084,250,47,470,37,8999,11694,7796,2100,692,17,3,1656,265,118,34,34,17,411,4,2591,3254,51,1,1253,0,1
06/17/2020,26,2900,108,24,9,842,0,140,1888,269,803,92,11,90,48,4478,3522,1075,203,67,1891,9917,2985,376,20,2881,9,39,4554,7,2071,1940,77189,275,47,518,37,9197,11951,8014,2155,797,24,3,1706,291,121,38,34,18,432,5,2618,3288,58,1,1278,0,1
06/18/2020,26,3058,108,25,9,861,0,153,1927,273,822,97,11,90,48,4659,3600,1121,207,71,1939,10155,3023,389,21,3004,9,39,4659,7,2111,1976,78227,295,54,538,37,9292,12467,8454,2228,816,24,3,1753,302,125,42,34,18,460,5,2649,3363,62,1,1387,0,1
06/19/2020,28,3187,110,25,9,917,0,161,1926,283,835,97,11,94,48,4744,3716,1156,217,75,1975,10413,3060,404,21,3046,9,39,4723,7,2148,2057,79609,314,54,564,37,9597,12778,8714,2293,865,31,3,1781,310,130,42,36,18,476,5,2674,3398,76,1,1495,0,1
06/20/2020,28,3245,110,26,9,1030,0,164,2177,286,835,101,12,94,48,4800,3803,1181,225,75,2068,10547,3061,404,21,3053,10,42,4826,7,2240,2091,81636,314,54,564,37,9988,12778,8959,2293,865,35,3,1865,321,130,42,36,18,490,5,2713,3458,80,1,1549,0,1
06/21/2020,28,3245,110,26,11,1110,0,170,2259,296,885,112,12,94,48,4800,3900,1225,225,75,2159,10857,3061,405,23,3172,10,42,4826,7,2294,2091,83397,321,54,566,37,10422,13021,9156,2358,865,35,3,1946,330,130,42,37,18,502,6,2755,3547,81,1,1598,0,1
06/22/2020,28,3485,112,26,11,1250,0,181,2400,296,935,118,13,111,48,4800,3975,1291,240,82,2242,11159,3188,442,24,3177,12,43,5028,7,2369,2093,85942,334,62,661,40,10595,13800,9361,2430,865,35,3,2030,347,145,42,36,18,519,6,2781,3606,86,1,1688,0,1
06/23/2020,29,3672,113,26,15,1349,0,185,2560,322,956,125,15,119,49,5270,4059,1341,246,92,2373,11357,3222,453,24,3434,14,43,5161,11,2454,2186,88262,359,72,710,40,10737,14431,10010,2478,865,38,3,2161,366,150,66,41,21,534,6,2813,3727,88,1,1784,0,1
06/24/2020,29,3892,122,26,15,1470,0,191,2742,330,974,127,17,127,49,5549,4118,1397,252,91,2439,11689,3252,473,26,3533,15,49,5296,14,2523,2234,89490,370,72,741,40,11071,14905,10407,2553,946,50,3,2260,386,153,74,41,21,556,6,2907,3832,92,1,1850,0,1
06/25/2020,29,4053,127,28,74,1573,0,194,2884,337,1006,140,18,133,49,5744,4192,1416,259,101,2511,12024,3300,489,26,3646,22,51,5403,16,2576,2284,91467,383,74,791,40,11804,15142,10769,2591,984,55,3,2314,408,158,87,42,22,579,6,2964,3888,96,1,2039,0,1
06/26/2020,32,4374,129,27,172,1636,0,198,3031,344,1006,147,18,143,49,5838,4310,1429,271,108,2665,12464,3403,508,26,3705,22,57,5514,17,2676,2298,93232,415,76,824,40,12221,15643,11290,2666,1039,59,3,2346,438,158,87,42,23,593,6,2996,3984,97,1,2130,0,1
06/27/2020,32,4474,129,29,172,1746,0,205,3093,349,1092,152,19,143,50,6041,4366,1449,278,108,2686,12900,3471,508,27,3720,22,61,5523,17,2688,2318,95371,415,76,824,40,12659,15858,11290,2784,1073,63,3,2444,458,159,87,42,23,611,6,3055,3984,101,1,2157,0,1
06/28/2020,32,4474,129,29,220,1998,0,206,3093,349,1118,160,19,143,50,6041,4488,1548,283,108,2775,13397,3515,508,27,3810,22,65,5691,17,2802,2350,97894,427,76,824,40,12951,16209,11501,2831,1123,63,3,2527,479,159,87,42,23,627,6,3083,4162,105,1,2244,0,1
06/29/2020,32,4811,133,29,229,2210,0,213,3291,349,1136,176,21,168,50,6187,4558,1605,311,113,3003,13895,3564,567,28,3872,28,71,5783,35,2971,2394,100772,488,76,824,41,13213,16848,11797,2872,1131,63,3,2740,505,178,103,58,25,643,6,3124,4162,112,1,2376,0,1
06/30/2020,32,5008,133,29,233,2289,0,233,3856,379,1185,190,21,175,51,6242,4665,1642,318,116,3222,14212,3606,611,29,4156,30,75,5985,46,3132,2417,103529,519,83,848,41,13843,17683,12550,2933,1293,63,3,2926,526,184,112,62,26,684,6,3170,4231,118,1,2400,0,1
07/01/2020,40,5289,136,30,233,2394,0,239,3914,399,1229,197,22,189,51,6523,4778,1691,343,117,3396,14686,3651,642,31,4323,34,94,6177,59,3248,2504,105507,541,85,1131,41,14413,18656,12746,3164,1407,75,3,3096,555,184,112,81,27,724,8,3268,4572,129,1,2578,0,1
07/02/2020,53,5626,138,30,234,2446,0,257,4298,410,1267,206,24,206,51,6824,4949,1748,348,123,3558,15270,3722,675,31,4521,43,103,6405,70,3326,2583,107667,566,85,1208,41,15662,19537,13152,3268,1481,80,3,3240,583,198,122,87,29,754,8,3376,4750,135,1,2619,0,1
07/03/2020,53,5851,138,29,234,2656,0,260,4474,417,1267,228,29,206,55,6979,5110,1796,377,129,3670,15759,3722,675,31,4627,43,106,6493,70,3432,2600,110310,578,85,1272,42,17056,20253,13676,3385,1481,86,3,3394,613,226,122,88,28,786,8,3441,4849,148,1,2850,0,1
07/04/2020,53,6110,143,32,242,2656,0,265,4474,455,1359,243,29,212,58,7039,5213,1915,389,129,4003,16227,3784,676,31,4656,43,120,6577,70,3564,2634,113497,578,85,1272,45,18819,21171,14040,3406,1501,89,3,3536,645,226,122,89,28,828,11,3536,5077,148,1,3021,0,1
07/05/2020,53,6110,144,32,242,2656,0,273,4807,466,1370,252,31,224,58,7039,5255,2064,427,129,4235,16789,3864,699,31,4802,43,128,6876,76,3662,2673,114993,578,85,1272,44,19247,21508,14922,3520,1553,92,3,3687,677,226,128,89,28,877,11,3536,5273,154,1,3572,0,1
07/06/2020,53,6599,149,32,242,2871,0,284,5015,467,1466,275,31,268,58,7190,5379,2151,451,145,4394,17063,3995,765,32,5009,53,139,6908,83,3878,2717,116570,713,92,1530,48,19430,21511,15345,3671,1745,95,3,3866,705,262,129,96,31,911,11,3599,5408,157,1,3777,0,1
07/07/2020,61,6924,154,32,267,2881,0,292,5600,501,1487,302,33,275,58,7343,5553,2239,455,151,4565,17641,4023,808,32,5175,57,147,6991,86,4092,2755,120539,784,92,1623,48,20167,22485,15932,3763,1831,95,3,3912,723,264,129,98,31,938,11,3692,5478,163,1,3983,0,1
07/08/2020,61,7281,157,32,267,2891,0,304,5817,503,1519,323,33,295,58,7464,5769,2270,460,155,4775,17905,4074,845,33,5298,58,154,7266,98,4241,2823,123004,857,107,1702,49,21741,23279,16586,3866,1927,95,3,3992,760,280,145,100,31,970,12,3743,5552,171,1,4101,0,1
07/09/2020,61,7627,162,35,261,2965,0,311,6065,509,1561,337,34,319,58,7654,5989,2343,469,159,4931,18465,4148,877,33,5509,59,163,7428,103,4357,2855,124738,857,107,1793,49,22088,24042,17414,3985,1990,100,3,4139,802,292,146,101,31,993,12,3787,5678,176,1,4344,0,1
07/10/2020,67,7906,166,35,261,3024,0,336,6279,537,1650,372,35,338,60,7759,6205,2419,478,163,5151,18926,4319,905,33,5678,64,180,7506,113,4460,2898,127358,893,113,1884,49,22960,24980,17414,4068,2080,102,3,4278,839,307,150,108,32,1021,12,3846,5863,187,1,4633,0,1
